com.samsung.shealth.rewards,6123001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2019-06-18 03:49:15.011,,,,2019-06-19 04:44:20.939,2019-06-18 03:49:15.067,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":258,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-18 03:49:15.011,9f6987b6-fc38-47a6-ad80-724e9376fe70,0,
,2019-09-24 13:36:00.333,,,,2019-09-25 15:12:21.061,2019-09-24 13:36:00.416,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":100,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-09-24 13:36:00.333,8df6445f-436d-4bdc-bd0b-317f335c6ba6,0,
,2019-06-23 08:09:30.632,,,,2019-06-24 02:30:41.240,2019-06-23 08:09:30.667,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":114,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-23 08:09:30.632,d0f072eb-a23e-494e-bd6f-cf2042a9ac78,0,
,2019-06-11 04:48:37.397,,,,2019-06-12 04:54:00.368,2019-06-11 04:48:37.512,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":107,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-11 04:48:37.397,63c83d2e-1f79-4fc2-931c-8ace9e64717f,0,
,2019-02-28 11:14:58.849,,,,2019-03-04 12:35:01.055,2019-02-28 11:15:07.117,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":102,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-02-28 11:14:58.849,633ce0ea-ceca-4bdd-a0c4-f318ab5c7719,0,
,2019-06-28 04:03:08.645,,,,2019-06-29 03:20:00.422,2019-06-28 04:03:08.667,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":190,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-28 04:03:08.645,4a7a80be-8c83-4292-95a4-9e579d8db0e1,0,
,2019-03-11 12:10:38.177,,,,2019-03-12 12:46:40.735,2019-03-11 12:10:38.221,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":85,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-03-11 12:10:38.177,c0fe44ce-04f2-4429-8aa3-21efef352811,0,
,2019-06-14 13:52:45.844,,,,2019-06-16 12:18:20.661,2019-06-14 09:14:59.678,,,goal_activity_reward_most_active_day,UTC+0900,"{""mIsCompleted"":false,""mValue"":217,""mValue2"":0}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-14 09:14:59.578,267536ab-4c05-4f8a-bd64-38f10bb19b52,0,
,2019-06-18 13:22:35.832,,,,2019-06-24 12:35:00.638,2019-06-18 08:14:42.229,,,goal_activity_reward_most_active_day,UTC+0900,"{""mIsCompleted"":false,""mValue"":258,""mValue2"":0}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-18 08:14:42.091,1973fe4f-70e0-4b75-aa06-2183d0b21144,0,
,2019-06-24 02:30:41.217,,,,2019-06-25 03:13:16.092,2019-06-24 02:30:41.249,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":272,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-06-24 02:30:41.217,e33a7e1e-7d8d-45bd-bedd-ea79d4b23ae8,0,
,2019-07-03 06:34:58.341,,,,2019-07-04 07:41:26.142,2019-07-03 06:34:58.372,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":157,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-07-03 06:34:58.341,4cf47af4-2e8d-4fd0-b17a-493c5eb94342,0,
,2019-03-25 17:01:53.498,,,,2019-03-28 12:32:35.057,2019-03-25 17:01:53.589,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":69,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-03-25 17:01:53.498,75b392e8-8531-42c2-b891-81ccca8cd781,0,
,2019-10-03 12:40:31.637,,,,2019-10-06 16:07:05.438,2019-10-03 12:40:31.680,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":true,""mValue"":90,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-10-03 12:40:31.637,5ce924ec-94eb-4a0b-825b-8e394030fa47,0,
,2019-07-08 14:41:01.112,,,,2019-07-09 16:06:00.538,2019-07-08 14:41:01.156,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":true,""mValue"":93,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-07-08 14:41:01.112,e53cc79c-a0a9-4973-9dcb-3b41d62c8c48,0,
,2019-10-13 15:15:10.488,,,,2019-10-14 09:43:58.531,2019-10-13 15:15:10.685,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":72,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-10-13 15:15:10.488,c7cc3fb9-c068-47cc-91eb-82e7c6029e99,0,
,2019-07-29 15:15:00.617,,,,2019-08-01 16:31:26.818,2019-07-29 15:15:00.670,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-07-29 15:15:00.617,903542df-2fa1-4d47-b81f-e7803bbe13ce,0,
,2019-08-28 09:07:12.531,,,,2019-09-01 09:49:00.907,2019-08-28 09:07:12.566,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":104,""mValue2"":60}",lv82WtQZxZ,com.sec.android.app.shealth,goal.activity,2019-08-28 09:07:12.531,179c4f22-3306-4a67-956b-10fc3118b33b,0,
