com.samsung.shealth.social.public_challenge.history,6123001,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2020-12-11 09:07:22.112,2019-05-30 05:42:48.398,ae2851cc-23c5-42d9-94c9-d58dd9a229fb.body.json,SIMPLE_LEVEL,lv82WtQZxZ,com.sec.android.app.shealth,1607677642109,ae2851cc-23c5-42d9-94c9-d58dd9a229fb,
