com.samsung.shealth.exercise,6123001,11
live_data_internal,mission_value,subset_data,total_calorie,completion_status,pace_info_id,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,reward_status,heart_rate_sample_count,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid
,,,,1,,,,4,0,0,,,,,,,,,675766,,,,2019-07-06 10:30:00.000,1001,,,,,,,,,2019-07-06 10:42:40.587,2019-07-06 10:42:40.587,,2.0277777,,,,855.64996,,33.46,,,,UTC+0900,lv82WtQZxZ,,,10b77a1d-e473-454f-a2c8-669f30ff6863.com.samsung.health.exercise.live_data.json,,1.2661928,com.sec.android.app.shealth,,,,2019-07-06 10:41:15.000,10b77a1d-e473-454f-a2c8-669f30ff6863,
,,,,1,,,,4,0,0,,,,,,,,,698643,,,,2019-10-01 10:23:13.000,1001,,,,,,,,,2019-10-01 10:38:59.241,2019-10-01 10:38:59.241,,2.1111112,,,,1024.85,,39.94,,,,UTC+0300,lv82WtQZxZ,,,aa5bc6e8-7636-4f74-a66b-9f5e9d8b0a00.com.samsung.health.exercise.live_data.json,,1.4669151,com.sec.android.app.shealth,,,,2019-10-01 10:34:51.000,aa5bc6e8-7636-4f74-a66b-9f5e9d8b0a00,
,,,,1,,,,4,0,0,,,,,,,,,747112,,,,2019-09-05 08:57:00.000,1001,,,,,,,,,2019-09-05 09:15:00.386,2019-09-05 09:15:00.386,,1.8055556,,,,827.54,,32.98,,,,UTC+0300,lv82WtQZxZ,,,0dcc6b9c-4c92-416c-9665-6a594cdc848b.com.samsung.health.exercise.live_data.json,,1.1076518,com.sec.android.app.shealth,,,,2019-09-05 09:09:27.000,0dcc6b9c-4c92-416c-9665-6a594cdc848b,
,,,,1,,,,4,0,0,,,,,,,,,1065967,,,,2019-09-01 06:27:08.000,1001,,,,,,,,,2019-09-01 06:45:57.393,2019-09-01 06:45:57.393,,1.7222222,,,,1315.01,,52.36,,,,UTC+0300,lv82WtQZxZ,,,cff3b78b-d2f9-4503-b003-159df842490c.com.samsung.health.exercise.live_data.json,,1.233631,com.sec.android.app.shealth,,,,2019-09-01 06:44:53.000,cff3b78b-d2f9-4503-b003-159df842490c,
,,,,1,,,,4,0,0,,,,,,,,,669894,,,,2019-10-14 05:18:16.000,1001,,,,,,,,,2019-10-14 06:33:31.535,2019-10-14 06:33:31.535,,1.5833334,,,,811.1,,43.26,,,,UTC+0300,lv82WtQZxZ,,,8753d55f-e648-4855-b2cd-064d6cf59735.com.samsung.health.exercise.live_data.json,,1.2107886,com.sec.android.app.shealth,,,,2019-10-14 05:29:25.000,8753d55f-e648-4855-b2cd-064d6cf59735,
,,,,1,,,,4,0,0,,,,,,,,,734949,,,,2019-09-17 06:45:00.000,1001,,,,,,,,,2019-09-17 06:58:19.129,2019-09-17 06:58:19.129,,1.5555556,,,,888.04,,35.7,,,,UTC+0300,lv82WtQZxZ,,,80ebcf36-75c8-4e82-9452-b30c1b4d9884.com.samsung.health.exercise.live_data.json,,1.2083014,com.sec.android.app.shealth,,,,2019-09-17 06:57:14.000,80ebcf36-75c8-4e82-9452-b30c1b4d9884,
,,,,1,,,,4,0,0,,,,,,,,,1163950,,,,2019-09-08 06:53:01.000,1001,,,,,,,,,2019-09-08 07:47:39.294,2019-09-08 07:47:39.294,,1.8055556,,,,1507.94,,59.63,,,,UTC+0300,lv82WtQZxZ,,,a8df8eab-3a94-4b19-8471-1ff846e5105e.com.samsung.health.exercise.live_data.json,,1.2955368,com.sec.android.app.shealth,,,,2019-09-08 07:12:24.000,a8df8eab-3a94-4b19-8471-1ff846e5105e,
,,,,1,,,,4,0,0,,,,,,,,,1186664,,,,2019-09-29 07:49:25.000,1001,,,,,,,,,2019-09-29 08:49:54.300,2019-09-29 08:49:54.300,,1.9444444,,,,1520.04,,60.51,,,,UTC+0300,lv82WtQZxZ,,,dca15e65-5434-4c57-b6f9-002f8248dc41.com.samsung.health.exercise.live_data.json,,1.2809354,com.sec.android.app.shealth,,,,2019-09-29 08:09:11.000,dca15e65-5434-4c57-b6f9-002f8248dc41,
,,,,1,,,,4,0,0,,,,,,,,,848866,,,,2019-09-19 06:46:00.000,1001,,,,,,,,,2019-09-19 07:14:59.287,2019-09-19 07:14:59.287,,2.2222223,,,,964.67,,38.53,,,,UTC+0300,lv82WtQZxZ,,,49da5a08-aaff-4a7b-b37a-72318b750a39.com.samsung.health.exercise.live_data.json,,1.136422,com.sec.android.app.shealth,,,,2019-09-19 07:00:08.000,49da5a08-aaff-4a7b-b37a-72318b750a39,
,,,,1,,,,4,0,0,,,,,,,,,663504,,,,2019-10-06 06:47:00.000,1001,,,,,,,,,2019-10-06 07:14:59.258,2019-10-06 07:14:59.258,,1.5833334,,,,786.31,,31.0,,,,UTC+0300,lv82WtQZxZ,,,c2a58bd8-92e4-4755-b671-0a4ab54dadcd.com.samsung.health.exercise.live_data.json,,1.1850871,com.sec.android.app.shealth,,,,2019-10-06 06:58:03.000,c2a58bd8-92e4-4755-b671-0a4ab54dadcd,
,,,,1,,,,4,0,0,,,,,,,,,721783,,,,2019-10-20 06:54:35.000,1001,,,,,,,,,2019-10-20 07:17:33.280,2019-10-20 07:17:33.280,,1.5451831,,,,956.14,,37.89,,,,UTC+0300,lv82WtQZxZ,,,4da93d88-191f-4f29-9bae-a16dd87819a4.com.samsung.health.exercise.live_data.json,,1.3246919,com.sec.android.app.shealth,,,,2019-10-20 07:06:36.000,4da93d88-191f-4f29-9bae-a16dd87819a4,
,,,,1,,,,4,0,0,,,,,,,,,1575358,,,,2019-09-29 12:59:00.000,1001,,,,,,,,,2019-09-29 13:26:35.297,2019-09-29 13:26:35.297,,2.0833333,,,,1971.4,,78.21,,,,UTC+0300,lv82WtQZxZ,,,1b134918-3ebf-4494-9eb9-c8b14ce9080c.com.samsung.health.exercise.live_data.json,,1.2513981,com.sec.android.app.shealth,,,,2019-09-29 13:25:15.000,1b134918-3ebf-4494-9eb9-c8b14ce9080c,
,,,,1,,,,4,0,0,,,,,,,,,905687,,,,2019-10-08 11:46:03.000,1001,,,,,,,,,2019-10-08 12:48:22.927,2019-10-08 12:48:22.927,,1.9444444,,,,1015.13,,53.95,,,,UTC+0300,lv82WtQZxZ,,,860f2974-049f-4102-9ba5-71c0039cd42e.com.samsung.health.exercise.live_data.json,,1.1208398,com.sec.android.app.shealth,,,,2019-10-08 12:01:08.000,860f2974-049f-4102-9ba5-71c0039cd42e,
,,,,1,,,,4,0,0,,,,,,,,,712396,,,,2019-10-29 09:04:00.000,1001,,,,,,,,,2019-10-29 09:30:14.523,2019-10-29 09:30:14.523,,1.5277778,,,,907.34,,36.23,,,,UTC+0300,lv82WtQZxZ,,,e7cc75fa-721c-4531-ae6e-ed805b66b980.com.samsung.health.exercise.live_data.json,,1.2736455,com.sec.android.app.shealth,,,,2019-10-29 09:15:52.000,e7cc75fa-721c-4531-ae6e-ed805b66b980,
,,,,1,,,,4,0,0,,,,,,,,,1147835,,,,2019-10-14 08:53:06.000,1001,,,,,,,,,2019-10-14 09:42:42.241,2019-10-14 09:42:42.241,,1.6666666,,,,1386.59,,74.86,,,,UTC+0300,lv82WtQZxZ,,,577773d0-bfa8-4ab6-b490-d47915da5113.com.samsung.health.exercise.live_data.json,,1.2080047,com.sec.android.app.shealth,,,,2019-10-14 09:12:14.000,577773d0-bfa8-4ab6-b490-d47915da5113,
,,,,1,,,,4,0,0,,,,,,,,,660158,,,,2019-10-16 05:05:01.000,1001,,,,,,,,,2019-10-16 06:01:57.600,2019-10-16 06:01:57.600,,1.4101667,,,,749.74,,40.32,,,,UTC+0300,lv82WtQZxZ,,,bd56e35d-fb07-4862-8e2b-e40fa44b3b58.com.samsung.health.exercise.live_data.json,,1.1356977,com.sec.android.app.shealth,,,,2019-10-16 05:16:01.000,bd56e35d-fb07-4862-8e2b-e40fa44b3b58,
,,,,1,,,,4,0,0,,,,,,,,,944712,,,,2019-10-08 07:58:06.000,1001,,,,,,,,,2019-10-08 08:47:42.784,2019-10-08 08:47:42.784,,1.6748546,,,,1334.47,,70.15,,,,UTC+0300,lv82WtQZxZ,,,d90cb549-2a14-41b4-90da-9916ad76c9e6.com.samsung.health.exercise.live_data.json,,1.4125681,com.sec.android.app.shealth,,,,2019-10-08 08:13:51.000,d90cb549-2a14-41b4-90da-9916ad76c9e6,
,,,,1,,,,4,0,0,,,,,,,,,834580,,,,2019-11-12 11:45:17.000,1001,,,,,,,,,2019-11-12 12:02:47.543,2019-11-12 12:02:47.543,,1.7777778,,,,1055.25,,42.02,,,,UTC+0300,lv82WtQZxZ,,,b5d393ef-61c5-43d6-b570-c2b2f13fdb53.com.samsung.health.exercise.live_data.json,,1.2644083,com.sec.android.app.shealth,,,,2019-11-12 11:59:11.000,b5d393ef-61c5-43d6-b570-c2b2f13fdb53,
,,,,1,,,,4,0,0,,,,,,,,,1218130,,,,2019-10-22 14:32:00.000,1001,,,,,,,,,2019-10-22 14:54:20.769,2019-10-22 14:54:20.769,,2.1111112,,,,1513.02,,59.88,,,,UTC+0300,lv82WtQZxZ,,,89b9634a-d2b7-4ae3-91e4-2172864eca0b.com.samsung.health.exercise.live_data.json,,1.2420843,com.sec.android.app.shealth,,,,2019-10-22 14:52:18.000,89b9634a-d2b7-4ae3-91e4-2172864eca0b,
,,,,1,,,,4,0,0,,,,,,,,,804403,,,,2019-10-28 05:54:00.000,1001,,,,,,,,,2019-10-28 06:16:07.244,2019-10-28 06:16:07.244,,1.8611112,,,,886.87,,47.93,,,,UTC+0300,lv82WtQZxZ,,,c1a566bf-7740-4119-90a7-e0eb333a600c.com.samsung.health.exercise.live_data.json,,1.1025195,com.sec.android.app.shealth,,,,2019-10-28 06:07:24.000,c1a566bf-7740-4119-90a7-e0eb333a600c,
,,,,1,,,,4,0,0,,,,,,,,,1029683,,,,2019-11-05 08:55:00.000,1001,,,,,,,,,2019-11-05 09:28:22.720,2019-11-05 09:28:22.720,,1.7222222,,,,1326.45,,52.489998,,,,UTC+0300,lv82WtQZxZ,,,ef425da6-a868-4105-b824-59f91f0f425d.com.samsung.health.exercise.live_data.json,,1.288212,com.sec.android.app.shealth,,,,2019-11-05 09:12:09.000,ef425da6-a868-4105-b824-59f91f0f425d,
,,,,1,,,,4,0,0,,,,,,,,,782041,,,,2019-12-01 09:00:02.000,1001,,,,,,,,,2019-12-01 09:14:20.814,2019-12-01 09:14:20.814,,1.9722222,,,,991.82,,39.25,,,,UTC+0300,lv82WtQZxZ,,,1bfd369f-1093-49e5-8e9e-21f459c949ab.com.samsung.health.exercise.live_data.json,,1.2682456,com.sec.android.app.shealth,,,,2019-12-01 09:13:04.000,1bfd369f-1093-49e5-8e9e-21f459c949ab,
,,,,1,,,,4,0,0,,,,,,,,,698328,,,,2019-10-29 13:35:00.000,1001,,,,,,,,,2019-10-29 13:48:29.052,2019-10-29 13:48:29.052,,1.4722222,,,,908.33,,35.75,,,,UTC+0300,lv82WtQZxZ,,,76f47340-da96-4fb9-915e-2c7ae655b689.com.samsung.health.exercise.live_data.json,,1.3007212,com.sec.android.app.shealth,,,,2019-10-29 13:46:38.000,76f47340-da96-4fb9-915e-2c7ae655b689,
,,,,1,,,,4,0,0,,,,,,,,,880858,,,,2019-10-15 05:34:00.000,1001,,,,,,,,,2019-10-15 05:49:47.855,2019-10-15 05:49:47.855,,2.0555556,,,,1114.1,,60.5,,,,UTC+0300,lv82WtQZxZ,,,ecaec9b8-905a-4022-a5a2-a4ffcf06bd66.com.samsung.health.exercise.live_data.json,,1.2647895,com.sec.android.app.shealth,,,,2019-10-15 05:48:40.000,ecaec9b8-905a-4022-a5a2-a4ffcf06bd66,
,,,,1,,,,4,0,0,,,,,,,,,700188,,,,2019-11-26 05:34:00.000,1001,,,,,,,,,2019-11-26 05:46:43.025,2019-11-26 05:46:43.025,,1.6111112,,,,920.77997,,36.34,,,,UTC+0300,lv82WtQZxZ,,,2320c11c-63df-40df-b56b-311cc4298050.com.samsung.health.exercise.live_data.json,,1.3150468,com.sec.android.app.shealth,,,,2019-11-26 05:45:40.000,2320c11c-63df-40df-b56b-311cc4298050,
,,,,1,,,,4,0,0,,,,,,,,,661207,,,,2019-11-18 06:55:24.000,1001,,,,,,,,,2019-11-18 07:33:06.507,2019-11-18 07:33:06.507,,1.6115227,,,,876.52,,34.0,,,,UTC+0300,lv82WtQZxZ,,,baa4f014-da0f-4dcb-92a0-f8a6f6e1316b.com.samsung.health.exercise.live_data.json,,1.3256363,com.sec.android.app.shealth,,,,2019-11-18 07:06:25.000,baa4f014-da0f-4dcb-92a0-f8a6f6e1316b,
,,,,1,,,,4,0,0,,,,,,,,,670149,,,,2020-01-19 11:12:09.000,1001,,,,,,,,,2020-01-19 11:24:41.709,2020-01-19 11:24:41.709,,1.4756666,,,,800.49,,31.42,,,,UTC+0300,lv82WtQZxZ,,,4d0f5ce9-2138-47c3-a7be-aa82aaeaedc9.com.samsung.health.exercise.live_data.json,,1.1944954,com.sec.android.app.shealth,,,,2020-01-19 11:23:19.000,4d0f5ce9-2138-47c3-a7be-aa82aaeaedc9,
,,,,1,,,,4,0,0,,,,,,,,,881995,,,,2019-10-24 06:25:05.000,1001,,,,,,,,,2019-10-24 06:41:35.436,2019-10-24 06:41:35.436,,1.75,,,,1098.48,,43.98,,,,UTC+0300,lv82WtQZxZ,,,a67d0564-c271-4976-93e4-afefe70ed1db.com.samsung.health.exercise.live_data.json,,1.2454492,com.sec.android.app.shealth,,,,2019-10-24 06:39:46.000,a67d0564-c271-4976-93e4-afefe70ed1db,
,,,,1,,,,4,0,0,,,,,,,,,682662,,,,2019-12-30 13:19:00.000,1001,,,,,,,,,2019-12-30 13:34:58.553,2019-12-30 13:34:58.553,,1.5555556,,,,813.72,,31.91,,,,UTC+0300,lv82WtQZxZ,,,a8e427bd-d1b4-49bb-9a40-f122b1eaa91b.com.samsung.health.exercise.live_data.json,,1.1919808,com.sec.android.app.shealth,,,,2019-12-30 13:30:23.000,a8e427bd-d1b4-49bb-9a40-f122b1eaa91b,
,,,,1,,,,4,0,0,,,,,,,,,1517630,,,,2020-01-29 12:54:06.000,1001,,,,,,,,,2020-01-29 13:26:55.659,2020-01-29 13:26:55.659,,1.9166666,,,,2014.44,,79.26,,,,UTC+0300,lv82WtQZxZ,,,808f01d4-0f1c-4464-a03e-732115f92b3a.com.samsung.health.exercise.live_data.json,,1.3273592,com.sec.android.app.shealth,,,,2020-01-29 13:19:23.000,808f01d4-0f1c-4464-a03e-732115f92b3a,
,,,,1,,,,4,0,0,,,,,,,,,828776,,,,2019-10-31 17:12:00.000,1001,,,,,,,,,2019-10-31 17:42:35.770,2019-10-31 17:42:35.770,,1.6944444,,,,1146.51,,44.920002,,,,UTC+0300,lv82WtQZxZ,,,2193ca87-eb48-4284-b559-80e8826b951b.com.samsung.health.exercise.live_data.json,,1.3833774,com.sec.android.app.shealth,,,,2019-10-31 17:25:48.000,2193ca87-eb48-4284-b559-80e8826b951b,
,,,,1,,,,4,0,0,,,,,,,,,674989,,,,2019-12-01 10:04:08.000,1001,,,,,,,,,2019-12-01 10:53:40.203,2019-12-01 10:53:40.203,,1.8611112,,,,1013.37,,39.4,,,,UTC+0300,lv82WtQZxZ,,,ae30083f-b7d8-4569-814d-1f14e54a6559.com.samsung.health.exercise.live_data.json,,1.5013133,com.sec.android.app.shealth,,,,2019-12-01 10:15:22.000,ae30083f-b7d8-4569-814d-1f14e54a6559,
,,,,1,,,,4,0,0,,,,,,,,,680178,,,,2020-01-28 05:52:00.000,1001,,,,,,,,,2020-01-28 06:05:04.726,2020-01-28 06:05:04.726,,1.6666666,,,,868.43,,34.48,,,,UTC+0300,lv82WtQZxZ,,,5f698c26-e55e-437a-9207-bc90c529706b.com.samsung.health.exercise.live_data.json,,1.2767687,com.sec.android.app.shealth,,,,2020-01-28 06:03:20.000,5f698c26-e55e-437a-9207-bc90c529706b,
,,,,1,,,,4,0,0,,,,,,,,,676862,,,,2020-01-23 08:55:17.000,1001,,,,,,,,,2020-01-23 09:08:10.117,2020-01-23 09:08:10.117,,1.3611112,,,,806.45,,32.2,,,,UTC+0300,lv82WtQZxZ,,,266529b5-e6db-475d-8444-2e1c02b3adf7.com.samsung.health.exercise.live_data.json,,1.1914542,com.sec.android.app.shealth,,,,2020-01-23 09:06:33.000,266529b5-e6db-475d-8444-2e1c02b3adf7,
,,,,1,,,,4,0,0,,,,,,,,,668220,,,,2019-11-19 05:39:13.000,1001,,,,,,,,,2019-11-19 05:51:33.803,2019-11-19 05:51:33.803,,1.9444444,,,,924.83997,,36.34,,,,UTC+0300,lv82WtQZxZ,,,6c64c9ff-63b2-4563-a891-9b36ddaa7453.com.samsung.health.exercise.live_data.json,,1.3840352,com.sec.android.app.shealth,,,,2019-11-19 05:50:21.000,6c64c9ff-63b2-4563-a891-9b36ddaa7453,
,,,,1,,,,4,0,0,,,,,,,,,657406,,,,2020-01-30 06:59:17.000,1001,,,,,,,,,2020-01-30 07:50:01.269,2020-01-30 07:50:01.269,,1.6111112,,,,916.89996,,35.71,,,,UTC+0300,lv82WtQZxZ,,,4af350cd-7ae8-441c-becf-a42c4f341995.com.samsung.health.exercise.live_data.json,,1.394724,com.sec.android.app.shealth,,,,2020-01-30 07:10:14.000,4af350cd-7ae8-441c-becf-a42c4f341995,
,,,,1,,,,4,0,0,,,,,,,,,1066269,,,,2020-02-09 11:17:14.000,1001,,,,,,,,,2020-02-09 11:36:51.282,2020-02-09 11:36:51.282,,1.5833334,,,,1276.05,,68.299995,,,,UTC+0300,lv82WtQZxZ,,,3d29a6b3-c069-445c-8829-214df264b5cb.com.samsung.health.exercise.live_data.json,,1.196743,com.sec.android.app.shealth,,,,2020-02-09 11:35:00.000,3d29a6b3-c069-445c-8829-214df264b5cb,
,,,,1,,,,4,0,0,,,,,,,,,690444,,,,2020-02-13 13:25:00.000,1001,,,,,,,,,2020-02-13 13:42:06.383,2020-02-13 13:42:06.383,,1.4722222,,,,783.43,,42.43,,,,UTC+0300,lv82WtQZxZ,,,fbbb09ca-8016-4876-ac2f-e03b999e44e3.com.samsung.health.exercise.live_data.json,,1.1346756,com.sec.android.app.shealth,,,,2020-02-13 13:36:30.000,fbbb09ca-8016-4876-ac2f-e03b999e44e3,
,,,,1,,,,4,0,0,,,,,,,,,664262,,,,2019-12-02 05:57:00.000,1001,,,,,,,,,2019-12-02 06:35:00.161,2019-12-02 06:35:00.161,,1.5,,,,772.36,,30.72,,,,UTC+0300,lv82WtQZxZ,,,9e230e81-6f53-4d32-912c-381c549a09e0.com.samsung.health.exercise.live_data.json,,1.1627339,com.sec.android.app.shealth,,,,2019-12-02 06:08:04.000,9e230e81-6f53-4d32-912c-381c549a09e0,
,,,,1,,,,4,0,0,,,,,,,,,662677,,,,2020-01-26 09:48:01.000,1001,,,,,,,,,2020-01-26 09:59:20.044,2020-01-26 09:59:20.044,,3.6944444,,,,770.85,,30.68,,,,UTC+0300,lv82WtQZxZ,,,3db9e8a1-416d-4136-b508-dc06da352212.com.samsung.health.exercise.live_data.json,,1.1632365,com.sec.android.app.shealth,,,,2020-01-26 09:59:04.000,3db9e8a1-416d-4136-b508-dc06da352212,
,,,,1,,,,4,0,0,,,,,,,,,726789,,,,2020-02-24 13:07:00.000,1001,,,,,,,,,2020-02-24 13:20:06.022,2020-02-24 13:20:06.022,,2.2500002,,,,947.11,,51.3,,,,UTC+0300,lv82WtQZxZ,,,de312436-e998-4010-9c11-4472730e392d.com.samsung.health.exercise.live_data.json,,1.3031429,com.sec.android.app.shealth,,,,2020-02-24 13:19:06.000,de312436-e998-4010-9c11-4472730e392d,
,,,,1,,,,4,0,0,,,,,,,,,1212679,,,,2020-02-19 13:21:14.000,1001,,,,,,,,,2020-02-19 13:42:37.543,2020-02-19 13:42:37.543,,1.9722222,,,,1540.24,,83.35,,,,UTC+0300,lv82WtQZxZ,,,5efb2f8e-773a-4f89-87f8-c53822f8a987.com.samsung.health.exercise.live_data.json,,1.2701135,com.sec.android.app.shealth,,,,2020-02-19 13:41:26.000,5efb2f8e-773a-4f89-87f8-c53822f8a987,
,,,,1,,,,4,0,0,,,,,,,,,685526,,,,2020-02-03 13:24:00.000,1001,,,,,,,,,2020-02-03 13:47:16.702,2020-02-03 13:47:16.702,,1.3823644,,,,774.23,,41.86,,,,UTC+0300,lv82WtQZxZ,,,84feec82-36d1-4ea7-87e1-ecc0da16bb9d.com.samsung.health.exercise.live_data.json,,1.1293956,com.sec.android.app.shealth,,,,2020-02-03 13:35:26.000,84feec82-36d1-4ea7-87e1-ecc0da16bb9d,
,,,,1,,,,4,0,0,,,,,,,,,650787,,,,2020-03-05 05:56:16.000,1001,,,,,,,,,2020-03-05 06:13:13.803,2020-03-05 06:13:13.803,,1.8698015,,,,852.38,,33.28,,,,UTC+0300,lv82WtQZxZ,,,0694855b-63ad-4ca4-b8eb-3979143d4dc1.com.samsung.health.exercise.live_data.json,,1.309768,com.sec.android.app.shealth,,,,2020-03-05 06:07:06.000,0694855b-63ad-4ca4-b8eb-3979143d4dc1,
,,,,1,,,,4,0,0,,,,,,,,,647014,,,,2020-03-01 11:40:23.000,1001,,,,,,,,,2020-03-01 11:52:40.492,2020-03-01 11:52:40.492,,1.5555556,,,,911.17,,36.05,,,,UTC+0300,lv82WtQZxZ,,,d0a1b6e3-8c2f-4a4c-aca7-dda717cc65b3.com.samsung.health.exercise.live_data.json,,1.4082694,com.sec.android.app.shealth,,,,2020-03-01 11:51:10.000,d0a1b6e3-8c2f-4a4c-aca7-dda717cc65b3,
,,,,1,,,,4,0,0,,,,,,,,,662741,,,,2020-06-26 03:38:00.000,1001,,,,,,,,,2020-06-26 03:49:49.149,2020-06-26 03:49:49.149,,2.6388888,,,,807.08,,42.73,,,,UTC+0300,lv82WtQZxZ,,,b090b7ff-ec37-4e1c-8e9b-579234ccd986.com.samsung.health.exercise.live_data.json,,1.217791,com.sec.android.app.shealth,,,,2020-06-26 03:49:02.000,b090b7ff-ec37-4e1c-8e9b-579234ccd986,
,,,,1,,,,4,0,0,,,,,,,,,656335,,,,2020-02-18 06:05:09.000,1001,,,,,,,,,2020-02-18 06:55:39.285,2020-02-18 06:55:39.285,,1.4722222,,,,804.59,,42.87,,,,UTC+0300,lv82WtQZxZ,,,95056283-648f-41c3-8345-41f15f8dde4c.com.samsung.health.exercise.live_data.json,,1.2258831,com.sec.android.app.shealth,,,,2020-02-18 06:16:05.000,95056283-648f-41c3-8345-41f15f8dde4c,
,,,,1,,,,4,0,0,,,,,,,,,1027609,,,,2020-10-25 14:33:00.000,1001,,,,,,,,,2020-10-25 14:52:02.397,2020-10-25 14:52:02.397,,2.1944444,,,,1166.49,,62.329998,,,,UTC+0300,lv82WtQZxZ,,,090b8d15-1a71-4aed-99f3-dcd03821365f.com.samsung.health.exercise.live_data.json,,1.1351497,com.sec.android.app.shealth,,,,2020-10-25 14:50:08.000,090b8d15-1a71-4aed-99f3-dcd03821365f,
,,,,1,,,,4,0,0,,,,,,,,,631278,,,,2020-02-17 08:23:33.000,1001,,,,,,,,,2020-02-17 08:34:31.741,2020-02-17 08:34:31.741,,1.6027789,,,,774.02997,,40.67,,,,UTC+0300,lv82WtQZxZ,,,aeff5363-995d-4b35-ab4b-26065380ded8.com.samsung.health.exercise.live_data.json,,1.2261317,com.sec.android.app.shealth,,,,2020-02-17 08:34:04.000,aeff5363-995d-4b35-ab4b-26065380ded8,
,,,,1,,,,4,0,0,,,,,,,,,663064,,,,2019-01-31 09:52:00.000,1001,,,,,,,,,2019-01-31 10:14:58.378,2019-01-31 10:14:58.378,,1.5501667,,,,830.32,,43.62,,,,UTC+0300,lv82WtQZxZ,,,b775b3c2-d483-4b5b-89df-2c35dcd05cae.com.samsung.health.exercise.live_data.json,,1.2522471,com.sec.android.app.shealth,,,,2019-01-31 10:03:03.000,b775b3c2-d483-4b5b-89df-2c35dcd05cae,
,,,,1,,,,4,0,0,,,,,,,,,656094,,,,2020-02-27 09:48:08.000,1001,,,,,,,,,2020-02-27 10:13:57.414,2020-02-27 10:13:57.414,,1.6850189,,,,789.36,,31.699999,,,,UTC+0300,lv82WtQZxZ,,,ca2a9e6e-0499-4fac-a50e-660fd10db0b1.com.samsung.health.exercise.live_data.json,,1.2031202,com.sec.android.app.shealth,,,,2020-02-27 09:59:04.000,ca2a9e6e-0499-4fac-a50e-660fd10db0b1,
,,,,1,,,,4,0,0,,,,,,,,,667837,,,,2020-02-27 05:51:23.000,1001,,,,,,,,,2020-02-27 06:26:58.375,2020-02-27 06:26:58.375,,1.5412132,,,,869.71,,34.48,,,,UTC+0300,lv82WtQZxZ,,,44dd2e86-b9b6-47f2-ae52-ddb617b843c8.com.samsung.health.exercise.live_data.json,,1.3022788,com.sec.android.app.shealth,,,,2020-02-27 06:02:30.000,44dd2e86-b9b6-47f2-ae52-ddb617b843c8,
,,,,1,,,,4,0,0,,,,,,,,,1094795,,,,2019-04-25 22:52:00.000,1001,,,,,,,,,2019-04-25 23:11:26.195,2019-04-25 23:11:26.195,,3.1944444,,,,1454.6901,,89.729996,,,,UTC+0300,lv82WtQZxZ,,,1cf6f01c-c362-44cc-b7ef-1d809214b3a9.com.samsung.health.exercise.live_data.json,,1.3287327,com.sec.android.app.shealth,,,,2019-04-25 23:10:14.000,1cf6f01c-c362-44cc-b7ef-1d809214b3a9,
,,,,1,,,,4,0,0,,,,,,,,,676184,,,,2019-06-14 05:13:12.000,1001,,,,,,,,,2019-06-14 05:35:07.660,2019-06-14 05:35:07.660,,1.7777778,,,,864.38,,52.43,,,,UTC+0900,lv82WtQZxZ,,,3f5d5568-26ed-4829-b7ae-5d78825b3477.com.samsung.health.exercise.live_data.json,,1.2783207,com.sec.android.app.shealth,,,,2019-06-14 05:24:28.000,3f5d5568-26ed-4829-b7ae-5d78825b3477,
,,,,1,,,,4,0,0,,,,,,,,,760313,,,,2019-06-11 03:56:00.000,1001,,,,,,,,,2019-06-11 04:15:25.201,2019-06-11 04:15:25.201,,1.5277778,,,,889.17,,56.17,,,,UTC+0900,lv82WtQZxZ,,,9e725bdb-d724-428f-8f26-2aec77282ac0.com.samsung.health.exercise.live_data.json,,1.1694789,com.sec.android.app.shealth,,,,2019-06-11 04:08:40.000,9e725bdb-d724-428f-8f26-2aec77282ac0,
