com.samsung.shealth.social.service_status,6123001,1
status,update_time,create_time,service_type,deviceuuid,pkg_name,datauuid
102,2019-05-30 05:42:48.402,2019-01-28 21:12:40.207,1,lv82WtQZxZ,com.sec.android.app.shealth,6140f759-0d1d-4ef5-9f64-ed90a898af1b,
1,2019-05-30 05:42:48.458,2019-01-28 21:12:40.208,2,lv82WtQZxZ,com.sec.android.app.shealth,896e4724-05c2-48a0-9944-894d30b1a1bf,
