com.samsung.shealth.social.public_challenge,6123001,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2020-12-11 09:07:21.888,2020-12-11 09:07:21.888,0f8d1363-bf0b-46e7-a019-6bbfcb23a2b8.body.json,lv82WtQZxZ,com.sec.android.app.shealth,1607677641732,0f8d1363-bf0b-46e7-a019-6bbfcb23a2b8,
