com.samsung.health.water_intake,6123001,5
start_time,amount,custom,update_time,create_time,time_offset,deviceuuid,unit_amount,comment,pkg_name,datauuid
2019-10-07 18:32:09.302,250.0,,2019-10-07 18:32:09.711,2019-10-07 18:32:09.711,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,285484b0-7870-4a87-a59b-0fecb8e9f502,
2019-10-07 18:31:57.155,250.0,,2019-10-07 18:31:57.528,2019-10-07 18:31:57.528,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,fe088b9a-81f1-4e4e-894a-a12a3ae4df93,
2019-10-07 18:32:05.767,250.0,,2019-10-07 18:32:06.142,2019-10-07 18:32:06.142,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,d3961221-c40a-4a37-a307-d2a37a8152ff,
2019-06-08 20:59:59.998,250.0,,2019-06-09 00:11:33.413,2019-06-09 00:11:33.413,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,fdcc92a9-5efc-4bc9-8302-70e625c48b19,
2019-10-07 18:32:07.042,250.0,,2019-10-07 18:32:07.415,2019-10-07 18:32:07.415,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,ac421a4b-fac2-4a4f-9ef9-6f9a7d83cc7f,
2019-10-07 18:32:11.705,250.0,,2019-10-07 18:32:12.111,2019-10-07 18:32:12.111,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,4fbd025c-0afe-4341-8fa8-ff7c6af28748,
2019-10-07 18:32:10.044,250.0,,2019-10-07 18:32:10.422,2019-10-07 18:32:10.422,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,5e4e0f20-cd59-424e-b71b-a4dbbad9952e,
2019-10-07 18:32:03.035,250.0,,2019-10-07 18:32:03.408,2019-10-07 18:32:03.408,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,6c927f8c-1df9-4abf-80ad-4c3ddadd5aea,
2019-10-07 18:31:43.204,250.0,,2019-10-07 18:31:43.577,2019-10-07 18:31:43.577,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,c4647891-5fd1-4775-9fb5-dbaaac23174f,
2019-10-07 18:32:08.537,250.0,,2019-10-07 18:32:08.906,2019-10-07 18:32:08.906,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,b74f87f2-75e4-4fb0-9f5b-79454a05f560,
2019-10-07 18:31:49.544,250.0,,2019-10-07 18:31:49.913,2019-10-07 18:31:49.913,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,6c8e3b35-e15e-4cf8-a113-6e3bda87bf1a,
2019-10-07 18:32:00.907,250.0,,2019-10-07 18:32:01.280,2019-10-07 18:32:01.280,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,faf8af49-a0d8-4ddc-a398-b07f699625ff,
2019-10-07 18:32:06.422,250.0,,2019-10-07 18:32:06.798,2019-10-07 18:32:06.798,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,bb1b4c23-28e0-4293-ab55-4d54bb510bba,
2019-10-07 18:32:11.032,250.0,,2019-10-07 18:32:11.461,2019-10-07 18:32:11.461,UTC+0300,lv82WtQZxZ,250.0,,com.sec.android.app.shealth,89ffe5d8-af16-487b-8939-65646fc0df14,
