com.samsung.shealth.preferences,6123001,1
text_value,float_value,update_time,create_time,long_value,blob_value,int_value,deviceuuid,pkg_name,double_value,datauuid
,,2019-01-28 21:12:21.380,2019-01-28 21:12:40.656,,,0,lv82WtQZxZ,com.sec.android.app.shealth,,settings.marketing_agreement,
