com.samsung.shealth.exercise.weather,6123001,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2019-10-01 08:00:57.038,24.72336,,SW. 220,Fair,0,1,TWC,2019-10-01 08:00:57.040,2019-10-01 08:00:57.040,1,46.61977,38.0,16,UTC+0300,lv82WtQZxZ,948421a4-529b-410f-bcb7-6302ae61278e,com.sec.android.app.shealth,km/h,0,13.0,1,3e819717-025a-47e4-855e-65befb8050fd,
,0,2019-11-05 05:54:57.417,24.716724,,NNE. 20,Fair,0,1,TWC,2019-11-05 05:54:57.419,2019-11-05 05:54:57.419,1,46.619106,26.0,32,UTC+0300,lv82WtQZxZ,342cee07-4815-4fd5-a52f-8dca707fe9a1,com.sec.android.app.shealth,km/h,0,11.0,1,5ab103ba-acb5-4a2c-b1f4-94a2596507d1,
,0,2019-10-14 06:33:33.516,24.723507,,SSE. 150,Fair,0,1,TWC,2019-10-14 06:33:33.529,2019-10-14 06:33:33.529,1,46.619877,31.0,38,UTC+0300,lv82WtQZxZ,8753d55f-e648-4855-b2cd-064d6cf59735,com.sec.android.app.shealth,km/h,0,14.0,1,8218658e-bf3b-4672-a42c-e2129d53ff4f,
,0,2019-09-24 10:09:03.931,24.72639,,N. 0,Fair,0,1,TWC,2019-09-24 10:09:03.936,2019-09-24 10:09:03.936,1,46.618477,40.0,10,UTC+0300,lv82WtQZxZ,896132c4-169b-4b56-bf8f-c520b39f6ad8,com.sec.android.app.shealth,km/h,0,13.0,1,cc9e0735-bca0-4069-8839-6958dda6e25d,
,0,2019-12-01 10:53:46.043,24.723436,,SE. 140,Fair,0,1,TWC,2019-12-01 10:53:46.046,2019-12-01 10:53:46.046,1,46.62,26.0,25,UTC+0300,lv82WtQZxZ,ae30083f-b7d8-4569-814d-1f14e54a6559,com.sec.android.app.shealth,km/h,0,14.0,1,cd530606-71f4-43da-8cd5-e9f010e01fa7,
,0,2020-02-05 10:49:11.524,24.71445,,SSE. 150,Cloudy,0,1,TWC,2020-02-05 10:49:11.527,2020-02-05 10:49:11.527,1,46.622726,21.0,36,UTC+0300,lv82WtQZxZ,c105b135-c4ae-4f72-8bec-a145b3eb832d,com.sec.android.app.shealth,km/h,0,18.0,3,3a403ac3-c5ee-464a-b620-3439f25a447b,
,0,2019-10-24 06:41:36.362,24.723349,,S. 170,Fair,0,1,TWC,2019-10-24 06:41:36.363,2019-10-24 06:41:36.363,1,46.619633,32.0,19,UTC+0300,lv82WtQZxZ,a67d0564-c271-4976-93e4-afefe70ed1db,com.sec.android.app.shealth,km/h,0,16.0,1,61c95784-44a3-4ab9-85cb-757f3222910d,
,0,2019-10-06 07:15:00.127,24.72338,,S. 170,Fair,0,1,TWC,2019-10-06 07:15:00.132,2019-10-06 07:15:00.132,1,46.619835,35.0,26,UTC+0300,lv82WtQZxZ,c2a58bd8-92e4-4755-b671-0a4ab54dadcd,com.sec.android.app.shealth,km/h,0,11.0,1,569e096c-e8ac-4edc-8d8d-55804d3d829e,
,0,2019-10-14 09:42:43.336,24.726278,,SSE. 150,Fair,0,1,TWC,2019-10-14 09:42:43.341,2019-10-14 09:42:43.341,1,46.618324,34.0,22,UTC+0300,lv82WtQZxZ,577773d0-bfa8-4ab6-b490-d47915da5113,com.sec.android.app.shealth,km/h,0,14.0,1,c66d65c0-9c3b-4272-92a2-5ae30ce45d65,
,0,2020-02-19 10:43:43.446,24.715294,,SSE. 150,Fair,0,1,TWC,2020-02-19 10:43:43.451,2020-02-19 10:43:43.451,1,46.621983,31.0,14,UTC+0300,lv82WtQZxZ,4f844d99-338e-4662-a5e3-a9e3046ca523,com.sec.android.app.shealth,km/h,0,29.0,1,1e385558-9c4e-47cd-b88b-7f1ae845a42e,
,0,2020-03-01 10:19:19.940,24.726437,,WSW. 250,Fair,0,1,TWC,2020-03-01 10:19:19.942,2020-03-01 10:19:19.942,1,46.61974,29.0,19,UTC+0300,lv82WtQZxZ,21fa343f-9fd8-429a-bcb9-31604fd4a7f4,com.sec.android.app.shealth,km/h,0,18.0,1,8aa50a37-d6ee-4d70-b1d6-7621c37b9fc2,
,0,2019-10-27 07:15:01.680,24.723389,,SW. 230,Partly Cloudy,0,1,TWC,2019-10-27 07:15:01.691,2019-10-27 07:15:01.691,1,46.619843,32.0,15,UTC+0300,lv82WtQZxZ,e8ea2d62-7256-4fc8-bbc3-973715d8137e,com.sec.android.app.shealth,km/h,0,16.0,2,e1392ab2-c786-4eca-9e86-64b6446237dd,
,0,2019-11-12 12:02:48.478,24.72127,,E. 100,Mostly Cloudy,0,1,TWC,2019-11-12 12:02:48.481,2019-11-12 12:02:48.481,1,46.62182,24.0,36,UTC+0300,lv82WtQZxZ,b5d393ef-61c5-43d6-b570-c2b2f13fdb53,com.sec.android.app.shealth,km/h,0,11.0,3,7f7b3e48-751d-45c1-a391-1ec6b605dfa7,
,0,2020-06-26 03:49:49.946,24.699936,,NW. 310,Fair,0,1,TWC,2020-06-26 03:49:49.951,2020-06-26 03:49:49.951,1,46.676548,31.0,16,UTC+0300,lv82WtQZxZ,b090b7ff-ec37-4e1c-8e9b-579234ccd986,com.sec.android.app.shealth,km/h,0,8.0,1,60ac34c9-4a89-45db-975a-34a910325952,
,0,2019-10-16 06:01:58.748,24.723412,,SSE. 160,Fair,0,1,TWC,2019-10-16 06:01:58.757,2019-10-16 06:01:58.757,1,46.61982,29.0,36,UTC+0300,lv82WtQZxZ,bd56e35d-fb07-4862-8e2b-e40fa44b3b58,com.sec.android.app.shealth,km/h,0,10.0,1,c9c9b95d-b619-4044-bae0-b6a0d8390ea6,
,0,2019-11-18 07:33:07.878,24.721212,,SSE. 150,Mostly Cloudy,0,1,TWC,2019-11-18 07:33:07.882,2019-11-18 07:33:07.882,1,46.618748,19.0,72,UTC+0300,lv82WtQZxZ,baa4f014-da0f-4dcb-92a0-f8a6f6e1316b,com.sec.android.app.shealth,km/h,0,16.0,3,cd5da2e1-8ed2-4467-9f83-af873c7e2f04,
,0,2020-01-26 09:59:21.025,24.722513,,NW. 320,Fair,0,1,TWC,2020-01-26 09:59:21.027,2020-01-26 09:59:21.027,1,46.616997,12.0,36,UTC+0300,lv82WtQZxZ,3db9e8a1-416d-4136-b508-dc06da352212,com.sec.android.app.shealth,km/h,0,31.0,1,2c3420c8-23c0-46f8-a19a-02b79586f582,
,0,2019-09-05 09:15:01.222,24.72167,,WSW. 250,Fair,0,1,TWC,2019-09-05 09:15:01.226,2019-09-05 09:15:01.226,1,46.617847,43.0,9,UTC+0300,lv82WtQZxZ,0dcc6b9c-4c92-416c-9665-6a594cdc848b,com.sec.android.app.shealth,km/h,0,0.0,1,39f9f517-7253-4be7-ae9a-e5ad2978699d,
,0,2020-01-19 10:16:20.251,24.726473,,NNW. 340,Fair,0,1,TWC,2020-01-19 10:16:20.254,2020-01-19 10:16:20.254,1,46.620014,21.0,35,UTC+0300,lv82WtQZxZ,ff66b5c1-a6b1-47b4-9876-df387dfe098a,com.sec.android.app.shealth,km/h,0,16.0,1,c7266091-88b9-4335-96fe-25bc52733196,
,0,2019-09-29 07:34:07.007,24.714994,,SE. 140,Fair,0,1,TWC,2019-09-29 07:34:07.012,2019-09-29 07:34:07.012,1,46.62248,37.0,22,UTC+0300,lv82WtQZxZ,d1378f9b-935f-4012-b6ff-5e3676944859,com.sec.android.app.shealth,km/h,0,8.0,1,ddae9122-1fa0-41d0-9985-540f651fff97,
,0,2020-02-13 13:42:08.056,24.721546,,E. 80,Fair,0,1,TWC,2020-02-13 13:42:08.084,2020-02-13 13:42:08.084,1,46.617012,18.0,16,UTC+0300,lv82WtQZxZ,fbbb09ca-8016-4876-ac2f-e03b999e44e3,com.sec.android.app.shealth,km/h,0,5.0,1,8487f4a6-4442-47fd-9739-f4a66b959db3,
,0,2019-10-29 08:46:21.074,24.723362,,S. 170,Fair,0,1,TWC,2019-10-29 08:46:21.078,2019-10-29 08:46:21.078,1,46.61972,33.0,19,UTC+0300,lv82WtQZxZ,ebcb6560-5f6d-4121-9723-49b670b3d84f,com.sec.android.app.shealth,km/h,0,14.0,1,f3ffdbb3-1a6f-4a56-933b-52bb149697a2,
,0,2019-10-08 12:48:23.981,24.721968,,ESE. 120,Fair,0,1,TWC,2019-10-08 12:48:23.988,2019-10-08 12:48:23.988,1,46.61851,36.0,22,UTC+0300,lv82WtQZxZ,860f2974-049f-4102-9ba5-71c0039cd42e,com.sec.android.app.shealth,km/h,0,13.0,1,37bbe273-3639-4339-88af-832ad7c82f11,
,0,2020-02-13 13:00:46.396,24.723455,,N. 10,Fair,0,1,TWC,2020-02-13 13:00:46.399,2020-02-13 13:00:46.399,1,46.620102,18.0,15,UTC+0300,lv82WtQZxZ,6ab2ae70-1f20-4941-9b95-9b1854f43959,com.sec.android.app.shealth,km/h,0,3.0,1,9e7e3fba-071b-4fd5-8804-5f4a676c61a3,
,0,2019-09-19 07:15:00.447,24.723566,,NNE. 20,Fair,0,1,TWC,2019-09-19 07:15:00.449,2019-09-19 07:15:00.449,1,46.619923,37.0,15,UTC+0300,lv82WtQZxZ,49da5a08-aaff-4a7b-b37a-72318b750a39,com.sec.android.app.shealth,km/h,0,21.0,1,4c7e7453-0025-4d2e-9c0a-fbedb559400f,
,0,2019-10-01 09:09:02.642,24.718672,,SW. 230,Fair,0,1,TWC,2019-10-01 09:09:02.645,2019-10-01 09:09:02.645,1,46.621216,39.0,14,UTC+0300,lv82WtQZxZ,96b239c4-63d5-485b-91d7-8bfec1021e49,com.sec.android.app.shealth,km/h,0,10.0,1,bde12cd5-9c1a-4fad-b35f-a640701836d2,
,0,2019-11-26 05:46:45.516,24.715046,,SSE. 150,Fair,0,1,TWC,2019-11-26 05:46:45.519,2019-11-26 05:46:45.519,1,46.622726,18.0,73,UTC+0300,lv82WtQZxZ,2320c11c-63df-40df-b56b-311cc4298050,com.sec.android.app.shealth,km/h,0,10.0,1,4442f46d-229e-4aef-ab18-bce7a10fd03a,
,0,2019-10-22 14:54:25.864,24.71889,,ESE. 120,Fair,0,1,TWC,2019-10-22 14:54:25.867,2019-10-22 14:54:25.867,1,46.61826,31.0,18,UTC+0300,lv82WtQZxZ,89b9634a-d2b7-4ae3-91e4-2172864eca0b,com.sec.android.app.shealth,km/h,0,8.0,1,1ec46cb2-dcb3-44cc-862d-c92b0b79f428,
,0,2019-10-15 08:15:00.100,24.722298,,ESE. 110,Fair,0,1,TWC,2019-10-15 08:15:00.105,2019-10-15 08:15:00.105,1,46.61308,33.0,22,UTC+0300,lv82WtQZxZ,a80d0272-944d-459d-84c8-43bb27fff857,com.sec.android.app.shealth,km/h,0,11.0,1,77158b55-4cea-461d-88a1-a9bdc3e3b886,
,0,2020-02-20 13:44:15.958,24.723366,,N. 350,Fair,0,1,TWC,2020-02-20 13:44:15.962,2020-02-20 13:44:15.962,1,46.615913,22.0,26,UTC+0300,lv82WtQZxZ,1a11d871-ea8f-4c7d-a50d-ed01261043b9,com.sec.android.app.shealth,km/h,0,23.0,1,d75e093d-8864-46c8-ab1c-e09c7a459774,
,0,2019-11-05 11:57:02.210,24.72187,,W. 270,Fair,0,1,TWC,2019-11-05 11:57:02.212,2019-11-05 11:57:02.212,1,46.618446,33.0,19,UTC+0300,lv82WtQZxZ,2fc330a2-81af-4dfb-a121-eadf3c5a7f07,com.sec.android.app.shealth,km/h,0,16.0,1,bb5208b3-b09c-4f20-a2c2-3ea693518ecc,
,0,2020-02-24 13:20:06.836,24.72131,,S. 170,Blowing Dust,0,1,TWC,2020-02-24 13:20:06.839,2020-02-24 13:20:06.839,1,46.617,31.0,27,UTC+0300,lv82WtQZxZ,de312436-e998-4010-9c11-4472730e392d,com.sec.android.app.shealth,km/h,0,27.0,17,06cae0a5-8725-47cd-824f-3a79c32a492a,
,0,2019-12-02 06:35:08.179,24.723364,,SSE. 160,Fair,0,1,TWC,2019-12-02 06:35:08.186,2019-12-02 06:35:08.186,1,46.619846,22.0,36,UTC+0300,lv82WtQZxZ,9e230e81-6f53-4d32-912c-381c549a09e0,com.sec.android.app.shealth,km/h,0,21.0,1,556c42eb-13ec-4f45-873e-cdfae8b8cf07,
,0,2020-01-30 07:50:04.881,24.723392,,NNW. 340,Fair,0,1,TWC,2020-01-30 07:50:04.888,2020-01-30 07:50:04.888,1,46.620235,17.0,33,UTC+0300,lv82WtQZxZ,4af350cd-7ae8-441c-becf-a42c4f341995,com.sec.android.app.shealth,km/h,0,16.0,1,6700a2a1-243f-4629-9cb4-041387e60e55,
,0,2020-05-22 06:26:24.584,24.699947,,N. 350,Fair,0,1,TWC,2020-05-22 06:26:24.590,2020-05-22 06:26:24.590,1,46.67655,37.0,7,UTC+0300,lv82WtQZxZ,4ae29f5e-6382-4890-be79-411763da28de,com.sec.android.app.shealth,km/h,0,0.0,1,5575563d-4173-4295-afbd-7a98edab8008,
