com.samsung.shealth.calories_burned.details,6123001,1
version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,c1b7a151-8fd1-42df-ba60-9b484e5a037c.extra_data.json,269.1,3743142,1802.6512,2019-02-01 21:09:19.108,2019-01-31 21:00:00.710,273.77994,lv82WtQZxZ,com.sec.android.app.shealth,c1b7a151-8fd1-42df-ba60-9b484e5a037c,1548979200000,
,4b6ae5c4-57e7-4386-8252-4039d8264b84.extra_data.json,0.0,3768516,1789.2854,2019-03-10 21:00:01.820,2019-03-09 21:00:00.947,257.37997,lv82WtQZxZ,com.sec.android.app.shealth,4b6ae5c4-57e7-4386-8252-4039d8264b84,1552176000000,
,299d903d-d2fe-4863-a925-4e4ea74cb9e7.extra_data.json,0.0,0,1884.2849,2019-01-30 21:19:36.858,2019-01-28 21:12:41.887,0.0,lv82WtQZxZ,com.sec.android.app.shealth,299d903d-d2fe-4863-a925-4e4ea74cb9e7,1546560000000,
,44a75587-cd9b-4224-bbcd-fbace7506a10.extra_data.json,0.0,0,1844.0939,2019-02-19 09:31:41.084,2019-01-28 21:12:42.677,0.0,lv82WtQZxZ,com.sec.android.app.shealth,44a75587-cd9b-4224-bbcd-fbace7506a10,1548547200000,
,02152305-a196-42a6-b2d8-6c34f9e6951b.extra_data.json,269.1,3700893,1803.5726,2019-02-07 21:00:01.722,2019-02-06 21:00:01.086,260.07993,lv82WtQZxZ,com.sec.android.app.shealth,02152305-a196-42a6-b2d8-6c34f9e6951b,1549497600000,
,dbdb8f76-c73a-44a5-96e7-d0facb9a0c89.extra_data.json,0.0,0,1884.2849,2019-02-01 12:39:04.478,2019-01-28 21:12:42.118,0.0,lv82WtQZxZ,com.sec.android.app.shealth,dbdb8f76-c73a-44a5-96e7-d0facb9a0c89,1547078400000,
,9aa62912-88da-413d-a62c-822646ee782d.extra_data.json,214.90001,3256545,1813.2634,2019-02-03 21:01:00.547,2019-02-02 21:00:00.722,230.50002,lv82WtQZxZ,com.sec.android.app.shealth,9aa62912-88da-413d-a62c-822646ee782d,1549152000000,
,f2caa0ec-81ac-43ff-9041-52cd5e368922.extra_data.json,0.0,2172263,1823.8502,2019-03-16 21:00:02.090,2019-03-15 21:00:00.940,156.69,lv82WtQZxZ,com.sec.android.app.shealth,f2caa0ec-81ac-43ff-9041-52cd5e368922,1552694400000,
,74d25f9f-71ba-4b69-bf44-ed1918c3970d.extra_data.json,0.0,0,1884.2849,2019-02-01 12:39:04.539,2019-01-28 21:12:42.327,0.0,lv82WtQZxZ,com.sec.android.app.shealth,74d25f9f-71ba-4b69-bf44-ed1918c3970d,1547596800000,
,7b757c80-51cf-4e90-b616-e35bbd569f56.extra_data.json,0.0,3623731,1792.4204,2019-03-22 21:00:01.862,2019-03-21 21:00:00.776,256.42,lv82WtQZxZ,com.sec.android.app.shealth,7b757c80-51cf-4e90-b616-e35bbd569f56,1553212800000,
,2c6c13a0-c2ac-4eac-9837-71c6c6ec2364.extra_data.json,269.1,3235735,1813.7173,2019-02-09 21:00:01.663,2019-02-08 21:00:00.618,224.47003,lv82WtQZxZ,com.sec.android.app.shealth,2c6c13a0-c2ac-4eac-9837-71c6c6ec2364,1549670400000,
,c7801a2f-8c35-434e-b7eb-31784c04a9aa.extra_data.json,0.0,0,1884.2849,2019-02-01 12:39:04.605,2019-01-28 21:12:42.521,0.0,lv82WtQZxZ,com.sec.android.app.shealth,c7801a2f-8c35-434e-b7eb-31784c04a9aa,1548115200000,
,cab08eee-cf19-4fe2-8ba6-f75f6991279d.extra_data.json,269.1,2745140,1824.4166,2019-02-13 21:00:00.899,2019-02-12 21:00:00.975,198.04993,lv82WtQZxZ,com.sec.android.app.shealth,cab08eee-cf19-4fe2-8ba6-f75f6991279d,1550016000000,
,a35e3309-ad20-430b-b77b-8442c59d5506.extra_data.json,0.0,0,1844.0939,2019-02-19 09:31:41.128,2019-01-28 21:12:42.717,0.0,lv82WtQZxZ,com.sec.android.app.shealth,a35e3309-ad20-430b-b77b-8442c59d5506,1548633600000,
,a071f3ab-0e60-4d8d-b139-2625899881a0.extra_data.json,269.1,2569251,1828.2526,2019-02-15 21:03:32.009,2019-02-14 21:00:00.810,199.11,lv82WtQZxZ,com.sec.android.app.shealth,a071f3ab-0e60-4d8d-b139-2625899881a0,1550188800000,
,c1b07b03-6189-4f4f-9b6b-0f16ce6acf42.extra_data.json,264.4,5256155,1731.9083,2019-02-19 21:00:00.960,2019-02-18 21:00:00.701,361.88998,lv82WtQZxZ,com.sec.android.app.shealth,c1b07b03-6189-4f4f-9b6b-0f16ce6acf42,1550534400000,
,d55667e8-771c-4d61-9a96-1fd536ce952d.extra_data.json,269.1,5008628,1775.0526,2019-02-04 21:00:00.879,2019-02-03 21:01:00.288,348.44995,lv82WtQZxZ,com.sec.android.app.shealth,d55667e8-771c-4d61-9a96-1fd536ce952d,1549238400000,
,87abafa1-73b9-447f-ab19-19c61fab3ef3.extra_data.json,0.0,5547703,1750.759,2019-03-30 23:40:16.062,2019-03-27 21:00:01.006,392.38998,lv82WtQZxZ,com.sec.android.app.shealth,87abafa1-73b9-447f-ab19-19c61fab3ef3,1553731200000,
,10d554da-5c34-4a92-9c29-c4b7b3d45fa8.extra_data.json,366.7,5019950,1762.1869,2019-02-25 21:00:01.333,2019-02-24 21:00:00.931,353.3101,lv82WtQZxZ,com.sec.android.app.shealth,10d554da-5c34-4a92-9c29-c4b7b3d45fa8,1551052800000,
,e8a4174a-82ca-455b-a840-28fbc7fe04f8.extra_data.json,264.4,4447682,1749.1641,2019-02-22 11:17:51.106,2019-02-20 21:00:01.801,309.14993,lv82WtQZxZ,com.sec.android.app.shealth,e8a4174a-82ca-455b-a840-28fbc7fe04f8,1550707200000,
,a7cf1d5a-9e29-4004-8d7b-83767565d645.extra_data.json,269.1,3263611,1813.1094,2019-02-10 21:00:01.331,2019-02-09 21:00:01.168,236.69998,lv82WtQZxZ,com.sec.android.app.shealth,a7cf1d5a-9e29-4004-8d7b-83767565d645,1549756800000,
,9cff5387-ab8d-48c6-aac5-6c2872e9ea17.extra_data.json,253.90001,2321095,1820.6274,2019-03-03 21:00:01.780,2019-03-02 21:00:00.612,168.32996,lv82WtQZxZ,com.sec.android.app.shealth,9cff5387-ab8d-48c6-aac5-6c2872e9ea17,1551571200000,
,757135f8-ee15-40c1-88ab-56c586b60caa.extra_data.json,253.90001,2136400,1824.6267,2019-02-27 21:00:01.249,2019-02-26 21:00:00.498,155.40996,lv82WtQZxZ,com.sec.android.app.shealth,757135f8-ee15-40c1-88ab-56c586b60caa,1551225600000,
,1de620c2-55fe-48c4-95b1-c107461b5017.extra_data.json,269.1,2578476,1828.0513,2019-02-16 21:35:01.729,2019-02-15 21:03:29.541,181.81998,lv82WtQZxZ,com.sec.android.app.shealth,1de620c2-55fe-48c4-95b1-c107461b5017,1550275200000,
,1ea0c24a-a8a3-4aac-85e3-e4ff394a5704.extra_data.json,0.0,1707644,1833.9109,2019-04-04 18:04:35.513,2019-04-02 21:00:00.618,119.50001,lv82WtQZxZ,com.sec.android.app.shealth,1ea0c24a-a8a3-4aac-85e3-e4ff394a5704,1554249600000,
,519a96bc-e55e-4842-8c5c-bc64810fa909.extra_data.json,0.0,5439156,1753.1096,2019-03-06 15:40:58.484,2019-03-04 21:00:00.646,384.04016,lv82WtQZxZ,com.sec.android.app.shealth,519a96bc-e55e-4842-8c5c-bc64810fa909,1551744000000,
,878df6db-5ea0-4db2-b2fd-f206c296b6bf.extra_data.json,264.4,862157,1825.6923,2019-02-22 21:00:01.197,2019-02-21 21:00:00.787,61.27999,lv82WtQZxZ,com.sec.android.app.shealth,878df6db-5ea0-4db2-b2fd-f206c296b6bf,1550793600000,
,3bb74716-debe-40ec-ac80-923ab802808d.extra_data.json,0.0,2016054,1827.2327,2019-03-09 21:00:01.532,2019-03-08 21:00:00.906,147.12999,lv82WtQZxZ,com.sec.android.app.shealth,3bb74716-debe-40ec-ac80-923ab802808d,1552089600000,
,07a1798a-d054-43d2-9742-884a63dfb97f.extra_data.json,0.0,3284682,1799.7622,2019-04-10 05:04:55.593,2019-04-08 21:21:18.581,219.18999,lv82WtQZxZ,com.sec.android.app.shealth,07a1798a-d054-43d2-9742-884a63dfb97f,1554768000000,
,85cc4961-c066-4198-8555-5bd193823788.extra_data.json,253.90001,6194557,1736.7522,2019-02-28 21:00:01.533,2019-02-27 21:00:00.788,421.80005,lv82WtQZxZ,com.sec.android.app.shealth,85cc4961-c066-4198-8555-5bd193823788,1551312000000,
,5997d595-c114-4f26-b3fe-9da5dfc79c72.extra_data.json,0.0,3338017,1798.6072,2019-03-15 21:00:02.541,2019-03-14 21:00:00.630,238.16988,lv82WtQZxZ,com.sec.android.app.shealth,5997d595-c114-4f26-b3fe-9da5dfc79c72,1552608000000,
,e80e7b95-9892-423a-87dd-994985003799.extra_data.json,0.0,5184374,1758.6265,2019-03-11 21:00:02.593,2019-03-10 21:00:01.021,357.3899,lv82WtQZxZ,com.sec.android.app.shealth,e80e7b95-9892-423a-87dd-994985003799,1552262400000,
,fd18060c-5123-489a-a3b8-494316df461d.extra_data.json,0.0,2436445,1818.1296,2019-04-15 21:00:02.097,2019-04-14 21:00:01.572,178.19997,lv82WtQZxZ,com.sec.android.app.shealth,fd18060c-5123-489a-a3b8-494316df461d,1555286400000,
,a6259b1e-f4a4-4e7d-968d-ea09dd0db7ea.extra_data.json,0.0,2363531,1819.7086,2019-03-06 21:00:02.291,2019-03-05 21:00:00.620,165.02995,lv82WtQZxZ,com.sec.android.app.shealth,a6259b1e-f4a4-4e7d-968d-ea09dd0db7ea,1551830400000,
,ee919605-c807-48fa-af56-741906a6f850.extra_data.json,0.0,3303086,1799.3635,2019-03-24 04:08:41.177,2019-03-16 21:00:01.654,227.18002,lv82WtQZxZ,com.sec.android.app.shealth,ee919605-c807-48fa-af56-741906a6f850,1552780800000,
,b7a94786-1f68-45f9-b6df-ea43d518f173.extra_data.json,0.0,4596584,1771.3545,2019-03-24 04:08:41.340,2019-03-20 21:00:00.710,314.11,lv82WtQZxZ,com.sec.android.app.shealth,b7a94786-1f68-45f9-b6df-ea43d518f173,1553126400000,
,a6a5f91d-4303-45ee-b597-56c1a0c87ba2.extra_data.json,0.0,5422311,1753.4742,2019-03-12 21:00:00.978,2019-03-11 21:00:01.652,375.67236,lv82WtQZxZ,com.sec.android.app.shealth,a6a5f91d-4303-45ee-b597-56c1a0c87ba2,1552348800000,
,abd5c65a-98d6-4914-9901-ab006e033874.extra_data.json,0.0,4440775,1774.7283,2019-03-18 21:00:01.599,2019-03-17 21:00:01.703,305.41998,lv82WtQZxZ,com.sec.android.app.shealth,abd5c65a-98d6-4914-9901-ab006e033874,1552867200000,
,1b421ac6-5e6f-468c-8844-b25ba2110c31.extra_data.json,0.0,3513134,1794.8152,2019-04-21 21:00:00.661,2019-04-20 21:00:00.965,248.37335,lv82WtQZxZ,com.sec.android.app.shealth,1b421ac6-5e6f-468c-8844-b25ba2110c31,1555804800000,
,ee6ae593-7c48-4da6-8e0b-310aa5d4c0df.extra_data.json,0.0,3386728,1797.5524,2019-03-26 12:43:14.694,2019-03-23 21:00:00.512,232.62001,lv82WtQZxZ,com.sec.android.app.shealth,ee6ae593-7c48-4da6-8e0b-310aa5d4c0df,1553385600000,
,0ff259ed-70a0-4b9f-bf55-8678a4818bea.extra_data.json,0.0,2827143,1809.6696,2019-04-27 22:27:41.702,2019-04-26 21:00:00.565,206.52997,lv82WtQZxZ,com.sec.android.app.shealth,0ff259ed-70a0-4b9f-bf55-8678a4818bea,1556323200000,
,fd6798ea-de9f-4a55-90a6-3e76bbe5e159.extra_data.json,0.0,1622673,1835.751,2019-03-30 21:00:01.413,2019-03-29 21:00:00.879,115.249985,lv82WtQZxZ,com.sec.android.app.shealth,fd6798ea-de9f-4a55-90a6-3e76bbe5e159,1553904000000,
,37373159-0395-4913-b8b4-b056208b07ce.extra_data.json,0.0,1965228,1828.3333,2019-03-23 21:00:01.449,2019-03-22 21:00:00.621,141.33,lv82WtQZxZ,com.sec.android.app.shealth,37373159-0395-4913-b8b4-b056208b07ce,1553299200000,
,43dc144f-2315-4ce7-a686-8d0d967faa3e.extra_data.json,0.0,1427894,1839.9686,2019-04-05 21:00:01.694,2019-04-04 21:34:39.397,102.899994,lv82WtQZxZ,com.sec.android.app.shealth,43dc144f-2315-4ce7-a686-8d0d967faa3e,1554422400000,
,e5b0c337-0ac7-4a0d-8bd7-d9c71611d86f.extra_data.json,0.0,2534260,1816.0117,2019-03-29 21:00:01.421,2019-03-28 21:00:00.937,177.79991,lv82WtQZxZ,com.sec.android.app.shealth,e5b0c337-0ac7-4a0d-8bd7-d9c71611d86f,1553817600000,
,90a3978b-5a9f-4ee4-a9a1-21d72ab78751.extra_data.json,0.0,3838170,1787.777,2019-04-11 21:00:02.801,2019-04-10 21:00:00.803,275.14996,lv82WtQZxZ,com.sec.android.app.shealth,90a3978b-5a9f-4ee4-a9a1-21d72ab78751,1554940800000,
,b7226e87-8f8a-46dd-a1a5-8ab7b21c6084.extra_data.json,0.0,1675755,1834.6016,2019-03-27 21:00:01.369,2019-03-26 21:00:01.884,120.80997,lv82WtQZxZ,com.sec.android.app.shealth,b7226e87-8f8a-46dd-a1a5-8ab7b21c6084,1553644800000,
,e28d744d-529f-4c00-9e66-2a3639b6616e.extra_data.json,0.0,4256694,1778.7144,2019-04-04 21:34:41.228,2019-04-03 21:00:01.047,294.12,lv82WtQZxZ,com.sec.android.app.shealth,e28d744d-529f-4c00-9e66-2a3639b6616e,1554336000000,
,324ab7a7-28ed-4f26-bba6-c49f6a1bf5ee.extra_data.json,0.0,4496783,1773.5155,2019-05-03 21:00:00.960,2019-05-02 21:00:00.630,307.42004,lv82WtQZxZ,com.sec.android.app.shealth,324ab7a7-28ed-4f26-bba6-c49f6a1bf5ee,1556841600000,
,ef088b1c-8817-409a-b79e-70fa13541813.extra_data.json,0.0,1946165,1828.746,2019-04-17 21:00:02.194,2019-04-16 21:00:00.608,131.54,lv82WtQZxZ,com.sec.android.app.shealth,ef088b1c-8817-409a-b79e-70fa13541813,1555459200000,
,d0c860af-bf09-4b65-963f-e114d0fb77be.extra_data.json,0.0,3125190,1803.2157,2019-04-23 21:00:00.864,2019-04-22 21:00:01.011,219.78003,lv82WtQZxZ,com.sec.android.app.shealth,d0c860af-bf09-4b65-963f-e114d0fb77be,1555977600000,
,a11545e6-9c82-47a2-817d-c2aac712a305.extra_data.json,0.0,1963639,1828.3677,2019-04-10 21:00:02.147,2019-04-09 21:00:00.724,133.68004,lv82WtQZxZ,com.sec.android.app.shealth,a11545e6-9c82-47a2-817d-c2aac712a305,1554854400000,
,9f20c7de-fc88-4cae-8e5a-ec045e955070.extra_data.json,0.0,3293759,1799.5656,2019-05-09 21:07:08.706,2019-05-08 21:00:00.834,228.61,lv82WtQZxZ,com.sec.android.app.shealth,9f20c7de-fc88-4cae-8e5a-ec045e955070,1557360000000,
,b4089879-7667-472d-a9d4-09405c5520c7.extra_data.json,0.0,1826493,1831.3374,2019-04-02 21:00:01.934,2019-04-01 21:00:00.890,132.41998,lv82WtQZxZ,com.sec.android.app.shealth,b4089879-7667-472d-a9d4-09405c5520c7,1554163200000,
,56975585-34c1-4b89-a42a-1a4d7679980e.extra_data.json,0.0,4269390,1778.4395,2019-04-29 21:00:01.186,2019-04-28 21:00:00.738,292.40988,lv82WtQZxZ,com.sec.android.app.shealth,56975585-34c1-4b89-a42a-1a4d7679980e,1556496000000,
,e9c7b674-10a0-4acb-91a4-e3c9752ba6ea.extra_data.json,0.0,3884021,1786.784,2019-04-16 21:00:01.820,2019-04-15 21:00:00.684,269.87,lv82WtQZxZ,com.sec.android.app.shealth,e9c7b674-10a0-4acb-91a4-e3c9752ba6ea,1555372800000,
,91a0126d-938f-4d73-bdeb-f53546aab180.extra_data.json,0.0,2223232,1822.7466,2019-05-05 21:00:01.680,2019-05-04 21:00:00.664,156.26999,lv82WtQZxZ,com.sec.android.app.shealth,91a0126d-938f-4d73-bdeb-f53546aab180,1557014400000,
,74a6fefe-abf2-4b66-be31-db1130c2dee3.extra_data.json,0.0,750902,1854.628,2019-05-15 21:00:01.111,2019-05-14 21:00:00.706,55.890003,lv82WtQZxZ,com.sec.android.app.shealth,74a6fefe-abf2-4b66-be31-db1130c2dee3,1557878400000,
,aabae062-d416-4f4d-abd7-7f785f176c1c.extra_data.json,0.0,3704031,1790.6816,2019-04-09 01:35:52.711,2019-04-07 21:00:00.987,250.30006,lv82WtQZxZ,com.sec.android.app.shealth,aabae062-d416-4f4d-abd7-7f785f176c1c,1554681600000,
,a5a02adc-f8be-4951-8f20-3ed273cb9bff.extra_data.json,0.0,5051682,1761.4999,2019-05-11 21:00:00.919,2019-05-10 21:00:00.684,329.5098,lv82WtQZxZ,com.sec.android.app.shealth,a5a02adc-f8be-4951-8f20-3ed273cb9bff,1557532800000,
,a7de62ec-2264-40a0-ba26-0fc52fe8d340.extra_data.json,0.0,2095388,1825.5148,2019-05-21 21:00:01.166,2019-05-20 21:00:00.950,151.79001,lv82WtQZxZ,com.sec.android.app.shealth,a7de62ec-2264-40a0-ba26-0fc52fe8d340,1558396800000,
,cd5d20e9-7452-4aeb-8c19-647b5b8330c2.extra_data.json,0.0,3139779,1802.8999,2019-04-14 21:00:02.076,2019-04-13 21:00:00.547,219.34999,lv82WtQZxZ,com.sec.android.app.shealth,cd5d20e9-7452-4aeb-8c19-647b5b8330c2,1555200000000,
,b1d2bf1c-b99e-4c8a-affd-1c942975168b.extra_data.json,0.0,2482477,1817.1328,2019-05-17 21:13:20.813,2019-05-16 21:00:01.071,178.50002,lv82WtQZxZ,com.sec.android.app.shealth,b1d2bf1c-b99e-4c8a-affd-1c942975168b,1558051200000,
,1544fd2a-0fac-4fc0-b73c-d527be608323.extra_data.json,0.0,2554711,1815.5687,2019-05-27 21:00:01.233,2019-05-26 21:00:00.734,183.11996,lv82WtQZxZ,com.sec.android.app.shealth,1544fd2a-0fac-4fc0-b73c-d527be608323,1558915200000,
,8dc2982d-ba00-47d3-abba-028e9210fba3.extra_data.json,0.0,1026771,1848.6545,2019-04-20 21:00:01.294,2019-04-19 21:00:01.831,74.81999,lv82WtQZxZ,com.sec.android.app.shealth,8dc2982d-ba00-47d3-abba-028e9210fba3,1555718400000,
,4e1da320-055f-468f-9d0e-93c8d312c6ce.extra_data.json,0.0,4812144,1766.6868,2019-05-23 21:00:01.275,2019-05-22 21:07:16.509,336.51007,lv82WtQZxZ,com.sec.android.app.shealth,4e1da320-055f-468f-9d0e-93c8d312c6ce,1558569600000,
,d9746326-1604-47fc-9ac2-211d361caa94.extra_data.json,0.0,1876584,1830.2528,2019-05-29 21:00:02.461,2019-05-28 21:00:00.867,135.88,lv82WtQZxZ,com.sec.android.app.shealth,d9746326-1604-47fc-9ac2-211d361caa94,1559088000000,
,bd7f81cb-4ae3-45af-9a69-16c6e543d603.extra_data.json,0.0,1367019,1841.2869,2019-04-22 21:00:01.227,2019-04-21 21:00:00.393,94.76998,lv82WtQZxZ,com.sec.android.app.shealth,bd7f81cb-4ae3-45af-9a69-16c6e543d603,1555891200000,
,284362a7-51b0-4eb8-812e-2827acfc383f.extra_data.json,0.0,4593865,1771.4133,2019-06-02 21:00:01.255,2019-06-01 21:00:00.638,323.7382,lv82WtQZxZ,com.sec.android.app.shealth,284362a7-51b0-4eb8-812e-2827acfc383f,1559433600000,
,71b4fb6a-84f8-4b18-8818-d2675d56f315.extra_data.json,0.0,2917987,1807.7025,2019-04-26 21:00:00.912,2019-04-25 21:00:01.592,214.9867,lv82WtQZxZ,com.sec.android.app.shealth,71b4fb6a-84f8-4b18-8818-d2675d56f315,1556236800000,
,0ba6d783-c573-4578-8b0a-f6744e2f4bee.extra_data.json,0.0,4523054,1772.9467,2019-06-04 21:00:01.287,2019-06-03 21:00:00.780,319.71994,lv82WtQZxZ,com.sec.android.app.shealth,0ba6d783-c573-4578-8b0a-f6744e2f4bee,1559606400000,
,7f49d579-40fc-4940-bb8a-b6df4da1010a.extra_data.json,0.0,3045380,1804.944,2019-04-28 21:00:01.243,2019-04-27 21:00:00.468,207.44006,lv82WtQZxZ,com.sec.android.app.shealth,7f49d579-40fc-4940-bb8a-b6df4da1010a,1556409600000,
,5527293d-f1a4-4a16-9ba7-13abf52a53a1.extra_data.json,0.0,7667778,1741.4755,2019-06-10 20:01:00.406,2019-06-09 21:00:00.492,578.5698,lv82WtQZxZ,com.sec.android.app.shealth,5527293d-f1a4-4a16-9ba7-13abf52a53a1,1560124800000,
,7e07952b-b883-45a6-8f1e-4ee518e79d4f.extra_data.json,0.0,2054161,1865.643,2019-06-08 21:00:31.351,2019-06-07 21:00:00.687,163.38,lv82WtQZxZ,com.sec.android.app.shealth,7e07952b-b883-45a6-8f1e-4ee518e79d4f,1559952000000,
