com.samsung.shealth.activity.day_summary,6123001,1
step_count,active_time,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
10128,6525767,0,2019-08-24 21:00:00.605,2019-08-23 21:00:28.950,60,360000,180,8077.2183,331.34018,baaf010e-f1c4-47c7-859c-8f8a682a00a1.extra_data.json,lv82WtQZxZ,76183,com.sec.android.app.shealth,6449584,23700000,baaf010e-f1c4-47c7-859c-8f8a682a00a1,1566604800000,
3005,1876584,0,2019-05-29 21:00:02.236,2019-05-28 21:00:00.777,60,240000,50,2379.8794,135.88,04427121-0cee-4448-9212-ce7e7cc1c5b0.extra_data.json,lv82WtQZxZ,21200,com.sec.android.app.shealth,1855384,25800000,04427121-0cee-4448-9212-ce7e7cc1c5b0,1559088000000,
2003,1321850,0,2019-08-16 20:24:21.591,2019-08-15 21:00:00.469,60,47357,35,1645.7998,70.94,4bf7fc10-2740-4c73-8c80-ad136be9a6eb.extra_data.json,lv82WtQZxZ,21200,com.sec.android.app.shealth,1300650,21480000,4bf7fc10-2740-4c73-8c80-ad136be9a6eb,1565913600000,
6965,4523054,0,2019-06-04 21:00:01.110,2019-06-03 21:00:00.705,60,360000,125,5563.619,319.71994,8bfde85a-06f2-4308-b09c-14635b12701a.extra_data.json,lv82WtQZxZ,71711,com.sec.android.app.shealth,4451343,11100000,8bfde85a-06f2-4308-b09c-14635b12701a,1559606400000,
5557,3495448,0,2019-08-22 19:54:59.764,2019-08-21 21:00:09.115,60,480000,95,4415.0776,181.15999,6c379d88-7653-4922-81a8-9b979e02f815.extra_data.json,lv82WtQZxZ,30065,com.sec.android.app.shealth,3465383,30720000,6c379d88-7653-4922-81a8-9b979e02f815,1566432000000,
0,0,0,2019-01-28 21:12:41.372,2019-01-28 21:12:41.372,-1,0,0,0.0,0.0,e3c8164c-282b-4013-857c-1ea4c50033f3.extra_data.json,lv82WtQZxZ,0,com.sec.android.app.shealth,0,-1,e3c8164c-282b-4013-857c-1ea4c50033f3,1547769600000,
11838,7667778,0,2019-06-10 18:26:40.849,2019-06-09 21:00:00.410,60,300000,211,9266.49,578.5698,64f803f1-c0b1-4582-a07e-36cff1aecd4d.extra_data.json,lv82WtQZxZ,63402,com.sec.android.app.shealth,7604376,27720000,64f803f1-c0b1-4582-a07e-36cff1aecd4d,1560124800000,
1717,1129486,0,2019-08-14 21:09:57.436,2019-08-13 21:00:01.316,60,60000,30,1422.5801,60.819992,36d0ed7d-663e-47d7-90dd-25cd7f90c900.extra_data.json,lv82WtQZxZ,23600,com.sec.android.app.shealth,1105886,36720000,36d0ed7d-663e-47d7-90dd-25cd7f90c900,1565740800000,
10060,6265109,0,2019-08-28 20:51:18.327,2019-08-27 21:00:00.878,60,799915,173,7875.9927,319.01773,b5a977c2-0dc9-4fb3-83d4-685d561fbe83.extra_data.json,lv82WtQZxZ,24326,com.sec.android.app.shealth,6240783,21000000,b5a977c2-0dc9-4fb3-83d4-685d561fbe83,1566950400000,
0,0,0,2019-01-28 21:12:41.590,2019-01-28 21:12:41.590,-1,0,0,0.0,0.0,ff322f27-0416-4143-8cc1-281cede569dd.extra_data.json,lv82WtQZxZ,0,com.sec.android.app.shealth,0,-1,ff322f27-0416-4143-8cc1-281cede569dd,1548288000000,
4362,2718722,0,2019-08-30 20:55:01.247,2019-08-29 21:00:01.788,60,360000,73,3501.989,143.54004,4e4ac950-58bd-45b4-a264-0d79b3517bf8.extra_data.json,lv82WtQZxZ,24740,com.sec.android.app.shealth,2693982,25500000,4e4ac950-58bd-45b4-a264-0d79b3517bf8,1567123200000,
8240,5227204,0,2019-09-12 21:10:15.242,2019-09-11 21:00:01.221,60,1017247,143,6437.3574,262.50143,6b541349-584a-489a-a0fe-a3465b98f7fe.extra_data.json,lv82WtQZxZ,38833,com.sec.android.app.shealth,5188371,26160000,6b541349-584a-489a-a0fe-a3465b98f7fe,1568246400000,
21007,13384597,0,2019-06-16 15:00:00.785,2019-06-15 15:00:01.081,60,540000,370,16243.136,984.49,ec29ff0f-507d-432d-8cc0-b1c751dc93ae.extra_data.json,lv82WtQZxZ,49018,com.sec.android.app.shealth,13335579,30900000,ec29ff0f-507d-432d-8cc0-b1c751dc93ae,1560643200000,
7971,5138700,0,2019-09-05 20:14:58.437,2019-09-04 21:00:00.843,60,747112,141,6188.6436,253.13962,fe45f437-0ba7-46f1-bb51-42d7f3eea313.extra_data.json,lv82WtQZxZ,32377,com.sec.android.app.shealth,5106323,21720000,fe45f437-0ba7-46f1-bb51-42d7f3eea313,1567641600000,
3568,2365705,0,2019-08-20 21:07:18.145,2019-08-19 21:00:02.094,60,50692,65,2919.3894,125.66002,5d61b447-784e-40e3-bcbd-e22480bdef13.extra_data.json,lv82WtQZxZ,21200,com.sec.android.app.shealth,2344505,24060000,5d61b447-784e-40e3-bcbd-e22480bdef13,1566259200000,
10373,6321287,0,2019-09-11 21:00:01.550,2019-09-10 21:00:10.804,60,1245877,175,8102.248,327.61902,3fa5fd13-bb9a-4066-b87b-13a5d47fa09c.extra_data.json,lv82WtQZxZ,20400,com.sec.android.app.shealth,6300887,24180000,3fa5fd13-bb9a-4066-b87b-13a5d47fa09c,1568160000000,
9762,6129493,0,2019-09-03 19:31:23.600,2019-09-02 21:00:00.744,60,737734,168,7598.382,309.68588,7a0d74ef-d666-40c0-a56f-30c0225a4f0d.extra_data.json,lv82WtQZxZ,38398,com.sec.android.app.shealth,6091095,27840000,7a0d74ef-d666-40c0-a56f-30c0225a4f0d,1567468800000,
9059,5660730,0,2019-09-17 21:00:05.189,2019-09-16 21:00:01.449,60,734949,156,6974.6714,282.0702,e3dc53f4-5e07-4401-a879-837d8a406436.extra_data.json,lv82WtQZxZ,11200,com.sec.android.app.shealth,5649530,26220000,e3dc53f4-5e07-4401-a879-837d8a406436,1568678400000,
8157,5184648,0,2019-02-02 12:04:22.821,2019-01-30 21:00:00.394,60,663064,143,6416.2827,368.1901,a858842d-4323-433a-8e26-a2c78b1a89e7.extra_data.json,lv82WtQZxZ,65200,com.sec.android.app.shealth,5119448,19080000,a858842d-4323-433a-8e26-a2c78b1a89e7,1548892800000,
20810,12897524,0,2019-06-22 15:00:01.362,2019-06-22 00:30:06.766,60,480000,356,16575.994,662.05975,a70a7f71-deab-4d33-ab21-1da402c8883f.extra_data.json,lv82WtQZxZ,78576,com.sec.android.app.shealth,12818948,34380000,a70a7f71-deab-4d33-ab21-1da402c8883f,1561161600000,
6855,4341027,0,2019-09-18 20:21:58.229,2019-09-17 21:00:04.809,60,420000,118,5407.4497,224.0799,a1be2a13-d73d-44a4-b16c-0297401108c1.extra_data.json,lv82WtQZxZ,49597,com.sec.android.app.shealth,4291430,25020000,a1be2a13-d73d-44a4-b16c-0297401108c1,1568764800000,
2088,1376943,0,2019-08-26 20:55:05.601,2019-08-25 21:00:00.971,60,47622,36,1701.5497,72.77999,ef16682a-3376-4399-946d-a477aa7677ae.extra_data.json,lv82WtQZxZ,23600,com.sec.android.app.shealth,1353343,24060000,ef16682a-3376-4399-946d-a477aa7677ae,1566777600000,
3021,1978695,0,2019-02-06 20:39:40.518,2019-02-05 21:00:00.500,60,60000,53,2476.6206,149.87,62059fe6-4af4-476f-9973-fc6e38a73fc7.extra_data.json,lv82WtQZxZ,54400,com.sec.android.app.shealth,1924295,25920000,62059fe6-4af4-476f-9973-fc6e38a73fc7,1549411200000,
6548,4209298,0,2019-09-23 20:57:59.744,2019-09-22 21:00:04.602,60,420000,115,5238.93,219.37996,4cbecb2f-1b01-40b2-a27d-33565877b41f.extra_data.json,lv82WtQZxZ,35248,com.sec.android.app.shealth,4174050,16920000,4cbecb2f-1b01-40b2-a27d-33565877b41f,1569196800000,
9489,6041373,0,2019-09-24 20:47:18.338,2019-09-23 21:00:01.777,60,692047,166,7355.6777,299.47876,6bace282-5703-4d10-a0fd-64ff1079d5b4.extra_data.json,lv82WtQZxZ,18351,com.sec.android.app.shealth,6023022,24540000,6bace282-5703-4d10-a0fd-64ff1079d5b4,1569283200000,
9813,6253764,0,2019-09-09 20:21:51.576,2019-09-08 21:00:01.414,60,1035692,171,7642.1147,313.0701,ebc862b6-fe39-4830-a295-a84b4177618a.extra_data.json,lv82WtQZxZ,47055,com.sec.android.app.shealth,6206709,22560000,ebc862b6-fe39-4830-a295-a84b4177618a,1567987200000,
13540,8599744,0,2019-09-29 21:00:01.762,2019-09-28 21:00:01.132,60,2467571,236,10556.402,428.84128,9c559e09-f8e6-4c11-8fb6-5b858ae6881f.extra_data.json,lv82WtQZxZ,50665,com.sec.android.app.shealth,8549079,25620000,9c559e09-f8e6-4c11-8fb6-5b858ae6881f,1569715200000,
17888,11435272,0,2019-06-28 14:52:33.702,2019-06-27 15:00:00.542,60,1527464,316,13904.496,853.6211,00ae6f8e-5152-4d75-b2dc-71f567c98ac8.extra_data.json,lv82WtQZxZ,62390,com.sec.android.app.shealth,11372882,31620000,00ae6f8e-5152-4d75-b2dc-71f567c98ac8,1561680000000,
7772,4986801,0,2019-09-15 20:08:29.937,2019-09-14 21:00:01.226,60,660000,136,6019.5205,247.90993,932c0a69-ad7e-4db8-a098-4d5982541bbf.extra_data.json,lv82WtQZxZ,22102,com.sec.android.app.shealth,4964699,23160000,932c0a69-ad7e-4db8-a098-4d5982541bbf,1568505600000,
7836,5010881,0,2019-10-02 02:55:04.051,2019-09-29 21:00:01.326,60,480000,138,6120.3926,252.23993,213bafae-ae8e-4a9a-8191-e39f6e767c5d.extra_data.json,lv82WtQZxZ,27200,com.sec.android.app.shealth,4983681,21420000,213bafae-ae8e-4a9a-8191-e39f6e767c5d,1569801600000,
13210,8246263,0,2019-09-01 20:58:32.785,2019-08-31 21:00:01.444,60,1073967,228,10276.211,413.98373,3bdc2d3a-fef8-481f-9fd9-691076b8a175.extra_data.json,lv82WtQZxZ,21661,com.sec.android.app.shealth,8224602,22320000,3bdc2d3a-fef8-481f-9fd9-691076b8a175,1567296000000,
33199,19798165,0,2019-07-04 14:21:57.050,2019-07-03 15:00:00.277,60,4219331,548,25889.996,1020.1274,c3bffa3b-5c2c-416d-a809-0c97931bd41f.extra_data.json,lv82WtQZxZ,29903,com.sec.android.app.shealth,19768262,32100000,c3bffa3b-5c2c-416d-a809-0c97931bd41f,1562198400000,
3094,2044207,0,2019-09-21 21:00:01.385,2019-09-20 21:00:00.719,60,60000,55,2564.0305,109.74001,f32457dc-7181-4392-906c-511c6d5c5c1f.extra_data.json,lv82WtQZxZ,29200,com.sec.android.app.shealth,2015007,20820000,f32457dc-7181-4392-906c-511c6d5c5c1f,1569024000000,
6752,4230533,0,2019-07-10 20:21:43.566,2019-07-09 21:00:00.415,60,540000,115,5453.5786,224.17993,4ca08f21-cf2b-41e3-a3c7-19bac6929575.extra_data.json,lv82WtQZxZ,36400,com.sec.android.app.shealth,4194133,24420000,4ca08f21-cf2b-41e3-a3c7-19bac6929575,1562716800000,
4057,2528946,0,2019-09-27 20:31:28.248,2019-09-26 21:00:01.125,60,300000,68,3262.8496,135.26996,83476afe-1e99-40c7-ae9a-0211fc4857f2.extra_data.json,lv82WtQZxZ,37593,com.sec.android.app.shealth,2491353,24540000,83476afe-1e99-40c7-ae9a-0211fc4857f2,1569542400000,
6779,4384278,0,2019-10-06 21:14:59.638,2019-10-05 21:00:02.245,60,663504,120,5438.368,231.5,fe006521-5681-4c17-b555-f2fbd541fdc4.extra_data.json,lv82WtQZxZ,58000,com.sec.android.app.shealth,4326278,26160000,fe006521-5681-4c17-b555-f2fbd541fdc4,1570320000000,
2341,1551835,0,2019-07-16 21:00:00.983,2019-07-15 21:00:01.121,60,53093,41,1926.5002,81.35998,ac953e85-3c77-4e97-a78e-80a8ca61bdb6.extra_data.json,lv82WtQZxZ,14400,com.sec.android.app.shealth,1537435,30240000,ac953e85-3c77-4e97-a78e-80a8ca61bdb6,1563235200000,
5792,3626378,0,2019-02-12 20:41:01.771,2019-02-11 21:00:00.873,60,300000,100,4470.779,250.29004,3703e470-d4f4-4b98-bd00-4abc5611f65e.extra_data.json,lv82WtQZxZ,18812,com.sec.android.app.shealth,3607566,13980000,3703e470-d4f4-4b98-bd00-4abc5611f65e,1549929600000,
1463,967010,0,2019-09-07 21:00:01.850,2019-09-06 21:00:00.301,60,60000,25,1180.2402,49.629997,3f4d75da-863b-49f9-8b55-cc6e0e29df5a.extra_data.json,lv82WtQZxZ,13200,com.sec.android.app.shealth,953810,23040000,3f4d75da-863b-49f9-8b55-cc6e0e29df5a,1567814400000,
3492,2188733,0,2019-10-12 20:54:59.402,2019-10-11 21:00:00.810,60,300000,58,2864.1396,159.86992,946748cc-bdfe-422a-a172-180c1ce6cf38.extra_data.json,lv82WtQZxZ,53316,com.sec.android.app.shealth,2135417,24660000,946748cc-bdfe-422a-a172-180c1ce6cf38,1570838400000,
2284,1503670,0,2019-10-05 20:45:13.863,2019-10-04 21:00:01.095,60,50692,40,1867.0297,80.00998,9f7867e2-68c6-48e8-a4e4-3374cd3f5dee.extra_data.json,lv82WtQZxZ,29600,com.sec.android.app.shealth,1474070,28500000,9f7867e2-68c6-48e8-a4e4-3374cd3f5dee,1570233600000,
8754,5442569,0,2019-10-03 21:00:01.224,2019-10-02 21:00:01.868,60,660000,150,6865.973,280.21002,35921824-d264-40fb-9407-35a14d01f271.extra_data.json,lv82WtQZxZ,40599,com.sec.android.app.shealth,5401970,24960000,35921824-d264-40fb-9407-35a14d01f271,1570060800000,
8363,5169669,0,2019-02-18 20:03:27.774,2019-02-17 21:00:00.626,60,712111,141,6573.104,362.51712,de75fc93-8422-4822-892b-7ad126500307.extra_data.json,lv82WtQZxZ,37816,com.sec.android.app.shealth,5131853,24300000,de75fc93-8422-4822-892b-7ad126500307,1550448000000,
2585,1695092,0,2019-10-11 20:39:46.380,2019-10-10 21:00:00.550,60,240000,45,2110.7903,117.46001,4ee61408-6fe6-44f1-afe5-2697f78fbd1d.extra_data.json,lv82WtQZxZ,43600,com.sec.android.app.shealth,1651492,31980000,4ee61408-6fe6-44f1-afe5-2697f78fbd1d,1570752000000,
4652,3015272,0,2019-02-24 20:58:16.712,2019-02-23 21:00:01.960,60,240000,81,3623.7896,205.84003,9b598a81-78a5-4125-b4de-76108d4d2733.extra_data.json,lv82WtQZxZ,16800,com.sec.android.app.shealth,2998472,23700000,9b598a81-78a5-4125-b4de-76108d4d2733,1550966400000,
3381,2232944,0,2019-09-13 20:48:05.451,2019-09-12 21:00:00.595,60,60000,60,2706.4492,112.44001,04c7c7f5-25f5-483f-84c4-f8d209409ea4.extra_data.json,lv82WtQZxZ,17200,com.sec.android.app.shealth,2215744,24660000,04c7c7f5-25f5-483f-84c4-f8d209409ea4,1568332800000,
3298,2028171,0,2019-10-18 21:00:01.066,2019-10-17 21:00:00.528,60,300000,55,2631.5803,107.89003,a169961a-430f-4349-8ed0-d1e66bd3c509.extra_data.json,lv82WtQZxZ,18800,com.sec.android.app.shealth,2009371,36840000,a169961a-430f-4349-8ed0-d1e66bd3c509,1571356800000,
6662,4225178,0,2019-10-17 20:24:45.202,2019-10-16 21:00:01.974,60,885698,115,5275.627,218.11504,20fd6646-625c-49d3-9b70-8f075d29314b.extra_data.json,lv82WtQZxZ,32351,com.sec.android.app.shealth,4192827,28800000,20fd6646-625c-49d3-9b70-8f075d29314b,1571270400000,
3638,2393118,0,2019-07-22 21:00:00.958,2019-07-21 21:00:01.133,60,60000,65,2969.08,124.44999,8e9ec30b-8acf-4a78-b7e6-a6124cceaca5.extra_data.json,lv82WtQZxZ,36000,com.sec.android.app.shealth,2357118,31980000,8e9ec30b-8acf-4a78-b7e6-a6124cceaca5,1563753600000,
6448,4141087,0,2019-10-09 21:02:25.673,2019-10-08 21:00:00.445,60,600000,113,4966.8594,272.69,4fb861b9-4ef0-4126-98cc-2aa2c978b8e2.extra_data.json,lv82WtQZxZ,26502,com.sec.android.app.shealth,4114585,17640000,4fb861b9-4ef0-4126-98cc-2aa2c978b8e2,1570579200000,
2042,1355072,0,2019-03-02 21:04:02.704,2019-03-01 21:00:01.157,60,44689,36,1646.9506,96.079994,dc215e16-b41a-4e4e-a176-15ba9f171f4d.extra_data.json,lv82WtQZxZ,10400,com.sec.android.app.shealth,1344672,22500000,dc215e16-b41a-4e4e-a176-15ba9f171f4d,1551484800000,
13668,8638465,0,2019-10-24 21:00:00.760,2019-10-23 21:00:01.310,60,886995,238,10638.976,433.7192,cb5e2976-cd89-4d55-b816-7937358c6e31.extra_data.json,lv82WtQZxZ,60779,com.sec.android.app.shealth,8577686,24060000,cb5e2976-cd89-4d55-b816-7937358c6e31,1571875200000,
3407,2221448,0,2019-10-23 21:00:01.681,2019-10-22 21:00:01.214,60,60000,60,2825.2195,122.33998,9e0b3979-489e-4b6d-87c7-70fcf86a0f9e.extra_data.json,lv82WtQZxZ,64400,com.sec.android.app.shealth,2157048,24420000,9e0b3979-489e-4b6d-87c7-70fcf86a0f9e,1571788800000,
4576,2872129,0,2019-03-08 20:30:29.702,2019-03-07 21:00:00.991,60,360000,78,3602.9497,201.21002,0ce43541-20f4-41ab-86a3-82c6e1016948.extra_data.json,lv82WtQZxZ,32215,com.sec.android.app.shealth,2839914,30180000,0ce43541-20f4-41ab-86a3-82c6e1016948,1552003200000,
2877,1826728,0,2019-07-28 18:15:00.681,2019-07-27 22:45:53.437,60,240000,50,2255.1702,137.96002,edc353ad-7f5f-462d-a2f4-a7a27f22eb0f.extra_data.json,lv82WtQZxZ,10000,com.sec.android.app.shealth,1816728,9960000,edc353ad-7f5f-462d-a2f4-a7a27f22eb0f,1564272000000,
11487,7078149,0,2019-10-29 21:00:00.802,2019-10-28 21:00:00.546,60,960721,195,8827.133,355.47403,10daaee3-470b-4753-adf6-975c7719bd07.extra_data.json,lv82WtQZxZ,12800,com.sec.android.app.shealth,7065349,23160000,10daaee3-470b-4753-adf6-975c7719bd07,1572307200000,
1355,898178,0,2019-10-30 19:34:59.400,2019-10-29 21:00:00.448,60,50025,23,1093.01,46.8,7280bddd-fbb4-44ac-b417-3d91a84d3143.extra_data.json,lv82WtQZxZ,8400,com.sec.android.app.shealth,889778,23520000,7280bddd-fbb4-44ac-b417-3d91a84d3143,1572393600000,
6878,4359463,0,2019-03-14 21:00:01.183,2019-03-13 21:00:00.480,60,420000,118,5350.752,307.6199,3b81232a-71b0-41d5-bfd4-76920713ab58.extra_data.json,lv82WtQZxZ,59321,com.sec.android.app.shealth,4300142,19920000,3b81232a-71b0-41d5-bfd4-76920713ab58,1552521600000,
7571,4879280,0,2019-11-04 21:17:53.994,2019-11-03 21:00:00.494,60,300000,135,5728.039,243.58997,971720ae-f342-4d1b-b991-dae9d26e0de8.extra_data.json,lv82WtQZxZ,11200,com.sec.android.app.shealth,4868080,20520000,971720ae-f342-4d1b-b991-dae9d26e0de8,1572825600000,
3438,2161816,0,2019-03-24 04:08:39.664,2019-03-19 21:00:00.746,60,180000,58,2738.4607,156.4899,f8aac74b-e2b6-48f3-887c-f5f1024fb118.extra_data.json,lv82WtQZxZ,35600,com.sec.android.app.shealth,2126216,22260000,f8aac74b-e2b6-48f3-887c-f5f1024fb118,1553040000000,
4569,2916836,0,2019-08-03 20:55:01.065,2019-08-02 21:00:00.935,60,180000,80,3630.8594,228.58002,424833d0-dacb-42a3-bfd1-f15b16b0f4c5.extra_data.json,lv82WtQZxZ,23600,com.sec.android.app.shealth,2893236,18000000,424833d0-dacb-42a3-bfd1-f15b16b0f4c5,1564790400000,
7572,4877711,0,2019-09-19 20:43:07.545,2019-09-18 21:00:01.252,60,1309117,133,5947.0474,243.49765,34784a57-7b8f-484c-8263-22d4fdcc5248.extra_data.json,lv82WtQZxZ,38000,com.sec.android.app.shealth,4839711,25500000,34784a57-7b8f-484c-8263-22d4fdcc5248,1568851200000,
7891,5090615,0,2019-11-10 21:00:11.502,2019-11-09 21:00:00.513,60,360000,140,6109.7104,252.90991,364b25b2-4b7e-4720-bcf0-08580104e194.extra_data.json,lv82WtQZxZ,13589,com.sec.android.app.shealth,5077026,21540000,364b25b2-4b7e-4720-bcf0-08580104e194,1573344000000,
12897,7967321,0,2019-11-05 21:00:00.788,2019-11-04 21:17:53.082,60,1029683,220,10108.1,414.4831,32f24343-a597-4f62-a558-6437229268b5.extra_data.json,lv82WtQZxZ,74698,com.sec.android.app.shealth,7892623,9420000,32f24343-a597-4f62-a558-6437229268b5,1572912000000,
11018,6859468,0,2019-10-15 21:00:02.708,2019-10-14 21:00:00.563,60,880858,188,8394.19,454.57095,bf726e7c-68de-464b-9984-90ba738b8a99.extra_data.json,lv82WtQZxZ,20342,com.sec.android.app.shealth,6839126,25860000,bf726e7c-68de-464b-9984-90ba738b8a99,1571097600000,
6801,4332711,0,2019-09-25 20:58:41.555,2019-09-24 21:00:10.504,60,420000,118,5304.5503,220.11993,822022c6-a141-48f4-911b-9486191e5067.extra_data.json,lv82WtQZxZ,16000,com.sec.android.app.shealth,4316711,24900000,822022c6-a141-48f4-911b-9486191e5067,1569369600000,
1951,1290370,0,2019-11-16 20:38:46.432,2019-11-15 21:00:01.125,60,50025,35,1595.9498,68.98999,ffa425f4-a1e1-4536-b25e-0517e396cfd8.extra_data.json,lv82WtQZxZ,16400,com.sec.android.app.shealth,1273970,22620000,ffa425f4-a1e1-4536-b25e-0517e396cfd8,1573862400000,
3318,2176128,0,2019-08-09 21:00:01.529,2019-08-08 21:00:01.033,60,180000,58,2693.34,113.38995,1e5df36f-ef58-4ac3-aaf6-232513108c8c.extra_data.json,lv82WtQZxZ,19562,com.sec.android.app.shealth,2156566,33720000,1e5df36f-ef58-4ac3-aaf6-232513108c8c,1565308800000,
9042,5765801,0,2019-10-21 20:34:34.309,2019-10-20 21:00:01.612,60,540000,158,6941.8604,286.5299,efd8ff91-fe30-4fdf-a6c4-0ed17d846820.extra_data.json,lv82WtQZxZ,27441,com.sec.android.app.shealth,5738360,23100000,efd8ff91-fe30-4fdf-a6c4-0ed17d846820,1571616000000,
11523,7240655,0,2019-11-11 20:50:04.606,2019-11-10 21:00:01.687,60,540000,200,8869.072,360.74985,f9250f21-2876-4e40-811d-94d0f4ee92dc.extra_data.json,lv82WtQZxZ,18899,com.sec.android.app.shealth,7221756,21000000,f9250f21-2876-4e40-811d-94d0f4ee92dc,1573430400000,
3491,2201274,0,2019-08-15 21:00:00.739,2019-08-14 21:00:00.832,60,240000,60,2819.6208,117.779976,cf61e0da-3dc5-4ba4-be10-df6aff856c53.extra_data.json,lv82WtQZxZ,32400,com.sec.android.app.shealth,2168874,21900000,cf61e0da-3dc5-4ba4-be10-df6aff856c53,1565827200000,
5324,3405700,0,2019-10-27 21:00:00.760,2019-10-26 21:00:00.274,60,722805,93,4173.5254,173.6314,444ad09d-26be-415c-acc1-1f8dae89f3eb.extra_data.json,lv82WtQZxZ,22800,com.sec.android.app.shealth,3382900,24240000,444ad09d-26be-415c-acc1-1f8dae89f3eb,1572134400000,
2578,1696297,0,2019-11-22 21:00:02.386,2019-11-21 21:00:00.387,60,60000,45,2102.2698,113.71,5c4b90bf-df11-4938-aee9-7f6810a5f38b.extra_data.json,lv82WtQZxZ,34800,com.sec.android.app.shealth,1661497,30960000,5c4b90bf-df11-4938-aee9-7f6810a5f38b,1574380800000,
3476,2213580,0,2019-11-02 20:27:36.975,2019-11-01 21:00:10.386,60,300000,60,2784.42,114.78,a9887fe4-4dff-4670-9c48-06ff0be3e752.extra_data.json,lv82WtQZxZ,26000,com.sec.android.app.shealth,2187580,24420000,a9887fe4-4dff-4670-9c48-06ff0be3e752,1572652800000,
13642,8525820,0,2019-10-01 21:00:01.517,2019-09-30 21:00:02.151,60,1297645,235,10682.582,431.95068,a2bc8253-bbd4-4c15-a701-6a8169176f26.extra_data.json,lv82WtQZxZ,26000,com.sec.android.app.shealth,8499820,22020000,a2bc8253-bbd4-4c15-a701-6a8169176f26,1569888000000,
2498,1650947,0,2019-11-17 21:00:00.865,2019-11-16 21:00:01.689,60,44689,45,2029.81,86.100006,10be475e-aeee-43fe-808e-e7e91df9388e.extra_data.json,lv82WtQZxZ,22800,com.sec.android.app.shealth,1628147,12900000,10be475e-aeee-43fe-808e-e7e91df9388e,1573948800000,
3465,2286591,0,2019-08-21 21:00:09.542,2019-08-20 21:07:12.173,60,60000,61,2847.1506,125.28999,43910481-8cbd-4562-8280-0baee634d8b1.extra_data.json,lv82WtQZxZ,36800,com.sec.android.app.shealth,2249791,26220000,43910481-8cbd-4562-8280-0baee634d8b1,1566345600000,
7233,4580762,0,2019-11-28 21:00:01.817,2019-11-27 21:00:00.783,60,540000,125,5662.9707,233.92993,b90f191a-f822-450c-914b-3be4d2d0119c.extra_data.json,lv82WtQZxZ,48799,com.sec.android.app.shealth,4531963,21840000,b90f191a-f822-450c-914b-3be4d2d0119c,1574899200000,
2329,1519534,0,2019-11-08 20:33:34.281,2019-11-07 21:00:01.077,60,60000,40,1909.72,83.93998,32b5f1c4-969d-4dde-b55a-7c74cdd37590.extra_data.json,lv82WtQZxZ,50800,com.sec.android.app.shealth,1468734,30600000,32b5f1c4-969d-4dde-b55a-7c74cdd37590,1573171200000,
9492,6035367,0,2019-10-07 20:58:39.215,2019-10-06 21:00:01.856,60,720000,166,7334.6787,316.47977,f323d945-f293-4452-a6b0-ca48edb5dd00.extra_data.json,lv82WtQZxZ,33200,com.sec.android.app.shealth,6002167,20880000,f323d945-f293-4452-a6b0-ca48edb5dd00,1570406400000,
2939,1942424,0,2019-11-23 21:01:49.278,2019-11-22 21:00:11.909,60,42688,51,2369.789,133.27997,5bc86eba-cd33-4a67-af48-8ee0e53ea358.extra_data.json,lv82WtQZxZ,26800,com.sec.android.app.shealth,1915624,16800000,5bc86eba-cd33-4a67-af48-8ee0e53ea358,1574467200000,
6483,4039210,0,2019-11-14 21:00:01.349,2019-11-13 21:00:01.498,60,600000,110,5110.51,210.92993,28d40e1b-9b66-4df0-9b77-8655f9078090.extra_data.json,lv82WtQZxZ,25598,com.sec.android.app.shealth,4013612,17220000,28d40e1b-9b66-4df0-9b77-8655f9078090,1573689600000,
6793,4354189,0,2019-10-13 21:00:01.856,2019-10-12 21:00:00.383,60,600000,120,5174.8403,281.97992,c555e999-241a-4aa6-bb31-9707b5d4ac4c.extra_data.json,lv82WtQZxZ,14800,com.sec.android.app.shealth,4339389,22380000,c555e999-241a-4aa6-bb31-9707b5d4ac4c,1570924800000,
5726,3519017,0,2019-08-27 21:00:01.319,2019-08-26 21:00:00.769,60,240000,96,4545.8203,184.19998,bedfc058-2896-4e18-81a7-2fa437884ca3.extra_data.json,lv82WtQZxZ,22238,com.sec.android.app.shealth,3496779,21660000,bedfc058-2896-4e18-81a7-2fa437884ca3,1566864000000,
2338,1535149,0,2019-12-04 22:16:14.786,2019-12-03 21:00:02.381,60,52693,40,1935.53,84.04998,3de8f2f9-1319-4355-9e16-b671056abb24.extra_data.json,lv82WtQZxZ,36400,com.sec.android.app.shealth,1498749,18660000,3de8f2f9-1319-4355-9e16-b671056abb24,1575417600000,
3303,2088852,0,2019-11-29 21:00:00.902,2019-11-28 21:01:02.822,60,240000,56,2661.9302,110.20997,57ecf82a-86de-4b60-a3d3-bf32f4af718a.extra_data.json,lv82WtQZxZ,24000,com.sec.android.app.shealth,2064852,18420000,57ecf82a-86de-4b60-a3d3-bf32f4af718a,1574985600000,
4888,2983646,0,2019-11-20 21:00:01.174,2019-11-19 21:00:02.034,60,480000,80,3854.0405,159.35995,81d4c986-62cc-4a40-974d-16a30642a2c5.extra_data.json,lv82WtQZxZ,43782,com.sec.android.app.shealth,2939864,25140000,81d4c986-62cc-4a40-974d-16a30642a2c5,1574208000000,
