com.samsung.shealth.social.public_challenge.extra,6123001,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2020-12-11 09:07:19.200,2020-12-11 09:07:19.200,2,{"uiViewStatusItemList":[]},lv82WtQZxZ,com.sec.android.app.shealth,f869cd0a-5abe-4109-b0a6-cff357871ee5,
