com.samsung.shealth.tracker.pedometer_day_summary,6123001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
2811,47029800-3d6f-45bf-be19-c46876e4f527.binning_data.json,1380054,4500,77,2019-05-31 21:00:03.005,com.sec.android.app.shealth,2019-05-31 21:00:03.005,,3.0410588,2245.32,126.899994,2734,lv82WtQZxZ,com.sec.android.app.shealth,0,47029800-3d6f-45bf-be19-c46876e4f527.achievement.json,47029800-3d6f-45bf-be19-c46876e4f527,1559260800000,
3465,0b041c59-c885-4cd3-b53c-6d8d086c5282.binning_data.json,1758357,4500,92,2019-08-21 21:00:11.176,com.sec.android.app.shealth,2019-08-20 21:52:50.070,0b041c59-c885-4cd3-b53c-6d8d086c5282.source_info.json,1.6192099,2847.1501,125.289986,3373,VfS0qUERdZ,com.sec.android.app.shealth,0,0b041c59-c885-4cd3-b53c-6d8d086c5282.achievement.json,0b041c59-c885-4cd3-b53c-6d8d086c5282,1566345600000,
3492,52437b81-d34a-4d8d-8151-b84bc07a1192.binning_data.json,1689686,4500,144,2019-10-12 21:00:01.717,com.sec.android.app.shealth,2019-10-12 21:00:01.717,,6.9444447,2864.14,159.87,3348,lv82WtQZxZ,com.sec.android.app.shealth,0,52437b81-d34a-4d8d-8151-b84bc07a1192.achievement.json,52437b81-d34a-4d8d-8151-b84bc07a1192,1570838400000,
4436,a2b87b7a-9c46-4972-9ce9-f63ac542aeb1.binning_data.json,2306316,4500,63,2019-08-13 20:55:01.424,com.sec.android.app.shealth,2019-08-12 21:25:00.218,a2b87b7a-9c46-4972-9ce9-f63ac542aeb1.source_info.json,1.5392336,3549.96,150.02998,4373,VfS0qUERdZ,com.sec.android.app.shealth,0,a2b87b7a-9c46-4972-9ce9-f63ac542aeb1.achievement.json,a2b87b7a-9c46-4972-9ce9-f63ac542aeb1,1565654400000,
2552,62ab05de-4a63-4c54-9c1f-364bd0cb1c88.binning_data.json,1272938,4500,70,2019-10-28 21:00:01.846,com.sec.android.app.shealth,2019-10-26 21:00:01.430,,6.944443,2056.3801,86.20999,2482,lv82WtQZxZ,com.sec.android.app.shealth,0,62ab05de-4a63-4c54-9c1f-364bd0cb1c88.achievement.json,62ab05de-4a63-4c54-9c1f-364bd0cb1c88,1572048000000,
10128,3c1d8a98-85a2-4e26-b189-e22314bf2aa7.binning_data.json,5161119,4500,193,2019-08-24 21:00:02.562,com.sec.android.app.shealth,2019-08-23 21:00:21.281,3c1d8a98-85a2-4e26-b189-e22314bf2aa7.source_info.json,1.5650133,8077.22,331.33997,9935,VfS0qUERdZ,com.sec.android.app.shealth,0,3c1d8a98-85a2-4e26-b189-e22314bf2aa7.achievement.json,3c1d8a98-85a2-4e26-b189-e22314bf2aa7,1566604800000,
11487,6ded4290-6092-4965-9763-ed6c81f5fa1f.binning_data.json,6375965,4500,34,2019-10-29 21:00:02.938,com.sec.android.app.shealth,2019-10-29 21:00:02.938,,3.1882148,8784.91,353.79984,11453,lv82WtQZxZ,com.sec.android.app.shealth,0,6ded4290-6092-4965-9763-ed6c81f5fa1f.achievement.json,6ded4290-6092-4965-9763-ed6c81f5fa1f,1572307200000,
2003,58d3325e-29e4-4755-a741-252fbbbf45c8.binning_data.json,1013348,4500,53,2019-08-16 20:24:22.375,com.sec.android.app.shealth,2019-08-15 21:03:26.746,58d3325e-29e4-4755-a741-252fbbbf45c8.source_info.json,1.6241199,1645.8,70.93999,1950,VfS0qUERdZ,com.sec.android.app.shealth,0,58d3325e-29e4-4755-a741-252fbbbf45c8.achievement.json,58d3325e-29e4-4755-a741-252fbbbf45c8,1565913600000,
5726,eebfb1f4-63b4-46ef-b9fb-2fd9902d4a1e.binning_data.json,2925960,4500,59,2019-08-27 21:00:03.979,com.sec.android.app.shealth,2019-08-26 21:49:29.213,eebfb1f4-63b4-46ef-b9fb-2fd9902d4a1e.source_info.json,1.5536163,4545.82,184.19998,5667,VfS0qUERdZ,com.sec.android.app.shealth,0,eebfb1f4-63b4-46ef-b9fb-2fd9902d4a1e.achievement.json,eebfb1f4-63b4-46ef-b9fb-2fd9902d4a1e,1566864000000,
4855,ae8a90de-018f-431d-9dfb-ab8688b8cf83.binning_data.json,2388527,4500,96,2019-07-30 20:55:01.379,com.sec.android.app.shealth,2019-07-30 04:49:55.524,ae8a90de-018f-431d-9dfb-ab8688b8cf83.source_info.json,1.6325961,3899.5,236.85999,4759,VfS0qUERdZ,com.sec.android.app.shealth,0,ae8a90de-018f-431d-9dfb-ab8688b8cf83.achievement.json,ae8a90de-018f-431d-9dfb-ab8688b8cf83,1564444800000,
11018,9b51ec5c-6903-48d0-82e9-e8661fa41ad2.binning_data.json,6033477,4500,79,2019-10-15 21:00:04.273,com.sec.android.app.shealth,2019-10-15 21:00:04.273,,3.8888888,8359.71,452.7199,10939,lv82WtQZxZ,com.sec.android.app.shealth,0,9b51ec5c-6903-48d0-82e9-e8661fa41ad2.achievement.json,9b51ec5c-6903-48d0-82e9-e8661fa41ad2,1571097600000,
6594,8844c238-5676-4272-ad90-6acbaa9c0bf6.binning_data.json,3303912,4500,142,2019-08-19 20:38:47.261,com.sec.android.app.shealth,2019-08-18 21:27:44.866,8844c238-5676-4272-ad90-6acbaa9c0bf6.source_info.json,1.6150337,5335.93,219.35999,6452,VfS0qUERdZ,com.sec.android.app.shealth,0,8844c238-5676-4272-ad90-6acbaa9c0bf6.achievement.json,8844c238-5676-4272-ad90-6acbaa9c0bf6,1566172800000,
4041,090b064f-6040-4c30-aec8-a55f1a3279b3.binning_data.json,2005991,4500,100,2019-06-03 21:00:08.953,com.sec.android.app.shealth,2019-06-03 21:00:08.953,,3.7505946,3250.08,188.56999,3941,lv82WtQZxZ,com.sec.android.app.shealth,0,090b064f-6040-4c30-aec8-a55f1a3279b3.achievement.json,090b064f-6040-4c30-aec8-a55f1a3279b3,1559520000000,
4362,b2cbf802-6c56-4471-bfc7-7a0b8d0be9cd.binning_data.json,2200196,4500,63,2019-08-30 20:55:02.064,com.sec.android.app.shealth,2019-08-29 21:19:36.565,b2cbf802-6c56-4471-bfc7-7a0b8d0be9cd.source_info.json,1.5916717,3501.99,143.54,4299,VfS0qUERdZ,com.sec.android.app.shealth,0,b2cbf802-6c56-4471-bfc7-7a0b8d0be9cd.achievement.json,b2cbf802-6c56-4471-bfc7-7a0b8d0be9cd,1567123200000,
4347,39828804-4645-4ac6-94ad-51c5a274e0d0.binning_data.json,2170402,4500,117,2019-11-01 21:00:02.230,com.sec.android.app.shealth,2019-11-01 21:00:02.230,,6.7309966,3511.71,145.79999,4230,lv82WtQZxZ,com.sec.android.app.shealth,0,39828804-4645-4ac6-94ad-51c5a274e0d0.achievement.json,39828804-4645-4ac6-94ad-51c5a274e0d0,1572566400000,
5557,70df601d-433f-4404-8283-9aada78195fa.binning_data.json,2849121,4500,79,2019-08-22 19:55:05.577,com.sec.android.app.shealth,2019-08-21 21:03:00.111,70df601d-433f-4404-8283-9aada78195fa.source_info.json,1.5496286,4415.0796,181.15996,5478,VfS0qUERdZ,com.sec.android.app.shealth,0,70df601d-433f-4404-8283-9aada78195fa.achievement.json,70df601d-433f-4404-8283-9aada78195fa,1566432000000,
3453,aa614f24-2046-4d06-8729-5bcabdc422b2.binning_data.json,1697801,4500,43,2019-08-02 21:00:13.853,com.sec.android.app.shealth,2019-08-01 21:42:41.084,aa614f24-2046-4d06-8729-5bcabdc422b2.source_info.json,1.6255848,2759.92,168.98,3410,VfS0qUERdZ,com.sec.android.app.shealth,0,aa614f24-2046-4d06-8729-5bcabdc422b2.achievement.json,aa614f24-2046-4d06-8729-5bcabdc422b2,1564704000000,
7571,63214cdc-2082-497b-987c-f547f24ab284.binning_data.json,4413880,4500,28,2019-11-04 21:17:54.958,com.sec.android.app.shealth,2019-11-04 21:17:54.958,,3.4166667,5728.04,243.58995,7543,lv82WtQZxZ,com.sec.android.app.shealth,0,63214cdc-2082-497b-987c-f547f24ab284.achievement.json,63214cdc-2082-497b-987c-f547f24ab284,1572825600000,
5474,2c7a80c4-7114-4f6c-8d55-8a236db87a6a.binning_data.json,2810603,4500,92,2019-08-25 20:53:45.188,com.sec.android.app.shealth,2019-08-24 21:24:01.983,2c7a80c4-7114-4f6c-8d55-8a236db87a6a.source_info.json,1.5621524,4390.59,182.15,5382,VfS0qUERdZ,com.sec.android.app.shealth,0,2c7a80c4-7114-4f6c-8d55-8a236db87a6a.achievement.json,2c7a80c4-7114-4f6c-8d55-8a236db87a6a,1566691200000,
3298,f690baa4-240a-4060-8e76-9f7e84934438.binning_data.json,1672030,4500,47,2019-10-18 21:00:03.524,com.sec.android.app.shealth,2019-10-18 21:00:03.524,,6.944443,2631.58,107.88999,3251,lv82WtQZxZ,com.sec.android.app.shealth,0,f690baa4-240a-4060-8e76-9f7e84934438.achievement.json,f690baa4-240a-4060-8e76-9f7e84934438,1571356800000,
3929,e6f9436e-c913-4f2a-aef7-d64e0f5bb6ea.binning_data.json,1999232,4500,46,2019-08-05 18:15:01.379,com.sec.android.app.shealth,2019-08-04 22:39:51.589,e6f9436e-c913-4f2a-aef7-d64e0f5bb6ea.source_info.json,1.5841583,3167.1,132.30998,3883,VfS0qUERdZ,com.sec.android.app.shealth,0,e6f9436e-c913-4f2a-aef7-d64e0f5bb6ea.achievement.json,e6f9436e-c913-4f2a-aef7-d64e0f5bb6ea,1564963200000,
10060,efb42940-7262-4ba5-be23-732b204c7d61.binning_data.json,5384584,4500,88,2019-08-28 20:51:19.000,com.sec.android.app.shealth,2019-08-27 21:10:14.355,efb42940-7262-4ba5-be23-732b204c7d61.source_info.json,1.4566305,7843.35,317.65997,9972,VfS0qUERdZ,com.sec.android.app.shealth,0,efb42940-7262-4ba5-be23-732b204c7d61.achievement.json,efb42940-7262-4ba5-be23-732b204c7d61,1566950400000,
3984,9b2ec6ad-d103-4147-ad88-e39fe068bed2.binning_data.json,2011460,4500,56,2019-06-06 21:00:01.971,com.sec.android.app.shealth,2019-06-06 21:00:01.971,,5.1062484,3181.35,183.73999,3928,lv82WtQZxZ,com.sec.android.app.shealth,0,9b2ec6ad-d103-4147-ad88-e39fe068bed2.achievement.json,9b2ec6ad-d103-4147-ad88-e39fe068bed2,1559779200000,
9042,e8d9ab50-b2d0-460f-b889-5a4c4cc5488a.binning_data.json,5135311,4500,69,2019-10-21 21:00:02.760,com.sec.android.app.shealth,2019-10-20 21:01:51.635,e8d9ab50-b2d0-460f-b889-5a4c4cc5488a.source_info.json,1.3517897,6941.8604,286.5299,8973,VfS0qUERdZ,com.sec.android.app.shealth,0,e8d9ab50-b2d0-460f-b889-5a4c4cc5488a.achievement.json,e8d9ab50-b2d0-460f-b889-5a4c4cc5488a,1571616000000,
8378,33ca1db8-6904-42f5-8d63-62c5bec41f79.binning_data.json,4317835,4500,143,2019-06-09 21:00:02.172,com.sec.android.app.shealth,2019-06-09 21:00:02.172,,6.9444447,6600.49,408.21,8235,lv82WtQZxZ,com.sec.android.app.shealth,0,33ca1db8-6904-42f5-8d63-62c5bec41f79.achievement.json,33ca1db8-6904-42f5-8d63-62c5bec41f79,1560038400000,
9891,243f059b-165d-44c0-96ab-3b6a8caf9eff.binning_data.json,5367297,4500,97,2019-11-07 21:00:03.245,com.sec.android.app.shealth,2019-11-07 21:00:03.245,,5.5277777,7742.41,319.35992,9794,lv82WtQZxZ,com.sec.android.app.shealth,0,243f059b-165d-44c0-96ab-3b6a8caf9eff.achievement.json,243f059b-165d-44c0-96ab-3b6a8caf9eff,1573084800000,
5545,2dac19c8-3107-484d-946a-16167f9c1400.binning_data.json,2930428,4500,80,2019-09-02 21:00:03.391,com.sec.android.app.shealth,2019-09-01 21:00:23.994,2dac19c8-3107-484d-946a-16167f9c1400.source_info.json,1.4910209,4369.33,180.52997,5465,VfS0qUERdZ,com.sec.android.app.shealth,0,2dac19c8-3107-484d-946a-16167f9c1400.achievement.json,2dac19c8-3107-484d-946a-16167f9c1400,1567382400000,
7891,c01520cd-92ee-4560-bf94-d7cf51dfada7.binning_data.json,4455240,4500,34,2019-11-10 21:00:12.706,com.sec.android.app.shealth,2019-11-10 21:00:12.706,,6.9444447,6109.7104,252.90993,7857,lv82WtQZxZ,com.sec.android.app.shealth,0,c01520cd-92ee-4560-bf94-d7cf51dfada7.achievement.json,c01520cd-92ee-4560-bf94-d7cf51dfada7,1573344000000,
13818,7d991342-b3b2-4110-92e1-dd3bb9a6b35a.binning_data.json,7302942,4500,219,2019-06-12 15:00:03.314,com.sec.android.app.shealth,2019-06-12 15:00:03.314,,3.6388888,10684.7295,665.76996,13599,lv82WtQZxZ,com.sec.android.app.shealth,0,7d991342-b3b2-4110-92e1-dd3bb9a6b35a.achievement.json,7d991342-b3b2-4110-92e1-dd3bb9a6b35a,1560297600000,
7971,117ffdb1-d9f4-46fb-a058-b6aee8b26f9e.binning_data.json,4388602,4500,116,2019-09-05 20:15:33.534,com.sec.android.app.shealth,2019-09-04 21:00:30.100,117ffdb1-d9f4-46fb-a058-b6aee8b26f9e.source_info.json,1.4040186,6161.68,252.07993,7855,VfS0qUERdZ,com.sec.android.app.shealth,0,117ffdb1-d9f4-46fb-a058-b6aee8b26f9e.achievement.json,117ffdb1-d9f4-46fb-a058-b6aee8b26f9e,1567641600000,
2926,9841ad14-e727-4892-850f-7608c6a46ad3.binning_data.json,1446572,4500,65,2019-08-31 20:55:03.637,com.sec.android.app.shealth,2019-08-30 21:16:32.111,9841ad14-e727-4892-850f-7608c6a46ad3.source_info.json,1.6427315,2376.33,98.84999,2861,VfS0qUERdZ,com.sec.android.app.shealth,0,9841ad14-e727-4892-850f-7608c6a46ad3.achievement.json,9841ad14-e727-4892-850f-7608c6a46ad3,1567209600000,
13668,327d8b1d-60e3-440a-8f92-dd667300078b.binning_data.json,7405490,4500,164,2019-10-24 21:00:02.625,com.sec.android.app.shealth,2019-10-24 21:00:02.625,,3.5277777,10618.42,432.88992,13504,lv82WtQZxZ,com.sec.android.app.shealth,0,327d8b1d-60e3-440a-8f92-dd667300078b.achievement.json,327d8b1d-60e3-440a-8f92-dd667300078b,1571875200000,
9762,2514aa19-e7e1-4348-890a-0f1d3ae34abe.binning_data.json,5283899,4500,130,2019-09-03 19:31:24.248,com.sec.android.app.shealth,2019-09-02 21:02:27.327,2514aa19-e7e1-4348-890a-0f1d3ae34abe.source_info.json,1.4343044,7578.72,308.92993,9632,VfS0qUERdZ,com.sec.android.app.shealth,0,2514aa19-e7e1-4348-890a-0f1d3ae34abe.achievement.json,2514aa19-e7e1-4348-890a-0f1d3ae34abe,1567468800000,
5973,e3ae07a2-0a0c-4f79-9378-242844795ba3.binning_data.json,3067033,4500,224,2019-08-08 21:00:03.526,com.sec.android.app.shealth,2019-08-07 21:03:06.966,e3ae07a2-0a0c-4f79-9378-242844795ba3.source_info.json,1.5747102,4829.69,203.99998,5749,VfS0qUERdZ,com.sec.android.app.shealth,0,e3ae07a2-0a0c-4f79-9378-242844795ba3.achievement.json,e3ae07a2-0a0c-4f79-9378-242844795ba3,1565222400000,
9220,13929739-e73b-4a78-a888-b87a69da0138.binning_data.json,5027126,4500,147,2019-09-08 20:54:33.889,com.sec.android.app.shealth,2019-09-07 21:09:23.519,13929739-e73b-4a78-a888-b87a69da0138.source_info.json,1.4268169,7172.79,295.00992,9073,VfS0qUERdZ,com.sec.android.app.shealth,0,13929739-e73b-4a78-a888-b87a69da0138.achievement.json,13929739-e73b-4a78-a888-b87a69da0138,1567900800000,
12005,3c4e9f03-a687-467d-af50-87ac50175d70.binning_data.json,6249781,4500,102,2019-06-15 15:00:02.561,com.sec.android.app.shealth,2019-06-15 15:00:02.561,,3.6388888,9439.66,566.99994,11903,lv82WtQZxZ,com.sec.android.app.shealth,0,3c4e9f03-a687-467d-af50-87ac50175d70.achievement.json,3c4e9f03-a687-467d-af50-87ac50175d70,1560556800000,
5324,449221fc-63e4-4f00-99cd-73bf4803dcbf.binning_data.json,2923070,4500,57,2019-10-27 21:00:01.863,com.sec.android.app.shealth,2019-10-27 21:00:01.863,,6.9444447,4167.3003,173.37996,5267,lv82WtQZxZ,com.sec.android.app.shealth,0,449221fc-63e4-4f00-99cd-73bf4803dcbf.achievement.json,449221fc-63e4-4f00-99cd-73bf4803dcbf,1572134400000,
5864,229ab966-8dfe-451d-8e32-8daa7a69ad0d.binning_data.json,3011246,4500,44,2019-08-11 21:00:33.460,com.sec.android.app.shealth,2019-08-10 21:03:00.070,229ab966-8dfe-451d-8e32-8daa7a69ad0d.source_info.json,1.5493253,4665.4,192.04,5820,VfS0qUERdZ,com.sec.android.app.shealth,0,229ab966-8dfe-451d-8e32-8daa7a69ad0d.achievement.json,229ab966-8dfe-451d-8e32-8daa7a69ad0d,1565481600000,
1355,e4927136-ac66-4e9b-bb55-537c8dad136e.binning_data.json,725190,4500,21,2019-10-30 21:00:02.404,com.sec.android.app.shealth,2019-10-30 21:00:02.404,,6.944443,1093.01,46.79999,1334,lv82WtQZxZ,com.sec.android.app.shealth,0,e4927136-ac66-4e9b-bb55-537c8dad136e.achievement.json,e4927136-ac66-4e9b-bb55-537c8dad136e,1572393600000,
24852,c0577c22-17e6-49d0-9ff0-396ff1848923.binning_data.json,13211564,4500,196,2019-06-18 15:00:04.251,com.sec.android.app.shealth,2019-06-18 15:00:04.251,,6.944445,19074.28,1107.7499,24656,lv82WtQZxZ,com.sec.android.app.shealth,0,c0577c22-17e6-49d0-9ff0-396ff1848923.achievement.json,c0577c22-17e6-49d0-9ff0-396ff1848923,1560816000000,
10373,c726ea9e-9b86-4610-93ce-ab993f18a43c.binning_data.json,5554493,4500,51,2019-09-11 21:00:03.900,com.sec.android.app.shealth,2019-09-10 21:03:38.152,c726ea9e-9b86-4610-93ce-ab993f18a43c.source_info.json,1.455868,8086.6094,327.0099,10322,VfS0qUERdZ,com.sec.android.app.shealth,0,c726ea9e-9b86-4610-93ce-ab993f18a43c.achievement.json,c726ea9e-9b86-4610-93ce-ab993f18a43c,1568160000000,
1717,f96aea16-d108-4985-93d5-40e5724f7f74.binning_data.json,842830,4500,59,2019-08-15 21:00:03.034,com.sec.android.app.shealth,2019-08-13 21:33:08.985,f96aea16-d108-4985-93d5-40e5724f7f74.source_info.json,1.6878593,1422.58,60.819992,1658,VfS0qUERdZ,com.sec.android.app.shealth,0,f96aea16-d108-4985-93d5-40e5724f7f74.achievement.json,f96aea16-d108-4985-93d5-40e5724f7f74,1565740800000,
3476,a699ae94-a476-4402-a262-ecba754cff59.binning_data.json,1749776,4500,65,2019-11-02 21:00:02.969,com.sec.android.app.shealth,2019-11-02 21:00:02.969,,5.412473,2784.42,114.77999,3411,lv82WtQZxZ,com.sec.android.app.shealth,0,a699ae94-a476-4402-a262-ecba754cff59.achievement.json,a699ae94-a476-4402-a262-ecba754cff59,1572652800000,
12897,2785a95c-2437-49db-b46d-f0dd3a6e3c0c.binning_data.json,7037568,4500,187,2019-11-05 21:00:02.024,com.sec.android.app.shealth,2019-11-05 21:00:02.024,,6.9444447,10056.439,412.46988,12710,lv82WtQZxZ,com.sec.android.app.shealth,0,2785a95c-2437-49db-b46d-f0dd3a6e3c0c.achievement.json,2785a95c-2437-49db-b46d-f0dd3a6e3c0c,1572912000000,
4347,5afd7e77-2ff1-4e89-95e4-be12911a4edf.binning_data.json,2119211,4500,103,2019-09-06 20:55:52.342,com.sec.android.app.shealth,2019-09-05 21:02:20.184,5afd7e77-2ff1-4e89-95e4-be12911a4edf.source_info.json,1.6683801,3535.6501,145.59,4244,VfS0qUERdZ,com.sec.android.app.shealth,0,5afd7e77-2ff1-4e89-95e4-be12911a4edf.achievement.json,5afd7e77-2ff1-4e89-95e4-be12911a4edf,1567728000000,
16590,58e908b6-b8ce-4872-b59f-ad9bc2893c02.binning_data.json,8956344,4500,107,2019-06-22 00:30:09.618,com.sec.android.app.shealth,2019-06-22 00:30:09.618,,4.638889,12912.859,523.6399,16483,lv82WtQZxZ,com.sec.android.app.shealth,0,58e908b6-b8ce-4872-b59f-ad9bc2893c02.achievement.json,58e908b6-b8ce-4872-b59f-ad9bc2893c02,1561075200000,
1971,bcbce805-7009-44cc-88d1-3d64c93a9eef.binning_data.json,979556,4500,31,2019-09-14 21:00:04.268,com.sec.android.app.shealth,2019-09-13 21:34:45.792,bcbce805-7009-44cc-88d1-3d64c93a9eef.source_info.json,1.6400986,1606.5701,67.299995,1940,VfS0qUERdZ,com.sec.android.app.shealth,0,bcbce805-7009-44cc-88d1-3d64c93a9eef.achievement.json,bcbce805-7009-44cc-88d1-3d64c93a9eef,1568419200000,
2329,a882c859-ceff-41e6-94dc-8050cd8e67b0.binning_data.json,1175962,4500,127,2019-11-08 21:00:02.572,com.sec.android.app.shealth,2019-11-08 21:00:02.572,,4.583334,1909.72,83.939995,2202,lv82WtQZxZ,com.sec.android.app.shealth,0,a882c859-ceff-41e6-94dc-8050cd8e67b0.achievement.json,a882c859-ceff-41e6-94dc-8050cd8e67b0,1573171200000,
9813,a5673965-5a5c-42a3-8162-a4f7145e0b88.binning_data.json,5391860,4500,121,2019-09-09 20:21:52.185,com.sec.android.app.shealth,2019-09-08 21:12:09.399,a5673965-5a5c-42a3-8162-a4f7145e0b88.source_info.json,1.4142447,7625.41,312.40988,9692,VfS0qUERdZ,com.sec.android.app.shealth,0,a5673965-5a5c-42a3-8162-a4f7145e0b88.achievement.json,a5673965-5a5c-42a3-8162-a4f7145e0b88,1567987200000,
26128,257aaa6a-03a7-4b7b-acb4-fff34f73168d.binning_data.json,14200497,4500,95,2019-06-24 15:00:07.242,com.sec.android.app.shealth,2019-06-24 15:00:07.242,,5.527778,20236.58,815.20996,26033,lv82WtQZxZ,com.sec.android.app.shealth,0,257aaa6a-03a7-4b7b-acb4-fff34f73168d.achievement.json,257aaa6a-03a7-4b7b-acb4-fff34f73168d,1561334400000,
3803,fe6037f3-268c-4c19-898e-9c3111cb02ad.binning_data.json,1880642,4500,132,2019-08-17 20:35:37.330,com.sec.android.app.shealth,2019-08-16 21:09:26.739,fe6037f3-268c-4c19-898e-9c3111cb02ad.source_info.json,1.6448365,3093.35,129.36998,3671,VfS0qUERdZ,com.sec.android.app.shealth,0,fe6037f3-268c-4c19-898e-9c3111cb02ad.achievement.json,fe6037f3-268c-4c19-898e-9c3111cb02ad,1566000000000,
11523,d3da1072-64a9-400c-82a1-bab0f26384f5.binning_data.json,6410178,4500,49,2019-11-11 21:00:03.092,com.sec.android.app.shealth,2019-11-11 21:00:03.092,,4.0555553,8869.07,360.74988,11474,lv82WtQZxZ,com.sec.android.app.shealth,0,d3da1072-64a9-400c-82a1-bab0f26384f5.achievement.json,d3da1072-64a9-400c-82a1-bab0f26384f5,1573430400000,
9059,fc307bde-4b1b-49e6-a157-249931319cdd.binning_data.json,5011371,4500,28,2019-09-17 20:55:05.025,com.sec.android.app.shealth,2019-09-16 21:12:40.396,fc307bde-4b1b-49e6-a157-249931319cdd.source_info.json,1.3889314,6960.4507,281.4799,9031,VfS0qUERdZ,com.sec.android.app.shealth,0,fc307bde-4b1b-49e6-a157-249931319cdd.achievement.json,fc307bde-4b1b-49e6-a157-249931319cdd,1568678400000,
3568,aa17bb8f-856a-4731-9e10-d66ae1c547da.binning_data.json,1815943,4500,53,2019-08-20 21:07:15.741,com.sec.android.app.shealth,2019-08-19 21:21:02.818,aa17bb8f-856a-4731-9e10-d66ae1c547da.source_info.json,1.6076434,2919.39,125.65999,3515,VfS0qUERdZ,com.sec.android.app.shealth,0,aa17bb8f-856a-4731-9e10-d66ae1c547da.achievement.json,aa17bb8f-856a-4731-9e10-d66ae1c547da,1566259200000,
6483,4ad6173b-e748-46ae-838c-2841393c4a11.binning_data.json,3517912,4500,64,2019-11-14 21:00:06.650,com.sec.android.app.shealth,2019-11-14 21:00:06.650,,6.9444447,5110.51,210.92996,6419,lv82WtQZxZ,com.sec.android.app.shealth,0,4ad6173b-e748-46ae-838c-2841393c4a11.achievement.json,4ad6173b-e748-46ae-838c-2841393c4a11,1573689600000,
11944,dbbce20b-322d-4a82-af92-01832fa91181.binning_data.json,6175383,4500,82,2019-06-27 15:00:58.551,com.sec.android.app.shealth,2019-06-27 15:00:58.551,,3.9412503,9431.87,381.34998,11862,lv82WtQZxZ,com.sec.android.app.shealth,0,dbbce20b-322d-4a82-af92-01832fa91181.achievement.json,dbbce20b-322d-4a82-af92-01832fa91181,1561593600000,
2498,9c75d2e8-6898-4e54-babb-128cbdc9e760.binning_data.json,1245398,4500,57,2019-11-17 21:00:01.934,com.sec.android.app.shealth,2019-11-17 21:00:01.934,,3.5555556,2029.81,86.09999,2441,lv82WtQZxZ,com.sec.android.app.shealth,0,9c75d2e8-6898-4e54-babb-128cbdc9e760.achievement.json,9c75d2e8-6898-4e54-babb-128cbdc9e760,1573948800000,
8240,0897f3cf-9364-49e1-a95d-75e3086529de.binning_data.json,4412492,4500,104,2019-09-13 21:00:05.644,com.sec.android.app.shealth,2019-09-11 21:02:16.021,0897f3cf-9364-49e1-a95d-75e3086529de.source_info.json,1.4580287,6433.5396,262.3499,8136,VfS0qUERdZ,com.sec.android.app.shealth,0,0897f3cf-9364-49e1-a95d-75e3086529de.achievement.json,0897f3cf-9364-49e1-a95d-75e3086529de,1568246400000,
4005,afcfbbd5-2185-4782-bd12-30c99822136c.binning_data.json,2013441,4500,84,2019-09-20 20:46:29.774,com.sec.android.app.shealth,2019-09-19 21:33:04.607,afcfbbd5-2185-4782-bd12-30c99822136c.source_info.json,1.6128953,3247.47,134.79999,3921,VfS0qUERdZ,com.sec.android.app.shealth,0,afcfbbd5-2185-4782-bd12-30c99822136c.achievement.json,afcfbbd5-2185-4782-bd12-30c99822136c,1568937600000,
23557,32d699cc-4490-4c84-b71a-1f4e4de92e48.binning_data.json,11931477,4500,81,2019-06-30 15:00:02.537,com.sec.android.app.shealth,2019-06-30 15:00:02.537,,6.9444447,18328.92,1083.4,23476,lv82WtQZxZ,com.sec.android.app.shealth,0,32d699cc-4490-4c84-b71a-1f4e4de92e48.achievement.json,32d699cc-4490-4c84-b71a-1f4e4de92e48,1561852800000,
4888,d94ddcf0-bf35-47d3-a6fa-0b2cde867fdd.binning_data.json,2549023,4500,115,2019-11-20 21:00:03.214,com.sec.android.app.shealth,2019-11-20 21:00:03.214,,3.3526332,3854.04,159.35997,4773,lv82WtQZxZ,com.sec.android.app.shealth,0,d94ddcf0-bf35-47d3-a6fa-0b2cde867fdd.achievement.json,d94ddcf0-bf35-47d3-a6fa-0b2cde867fdd,1574208000000,
4234,9abebd23-ffce-4188-9159-ce59af651713.binning_data.json,2109303,4500,87,2019-08-23 21:00:21.345,com.sec.android.app.shealth,2019-08-22 22:26:29.099,9abebd23-ffce-4188-9159-ce59af651713.source_info.json,1.6091044,3394.09,139.4,4147,VfS0qUERdZ,com.sec.android.app.shealth,0,9abebd23-ffce-4188-9159-ce59af651713.achievement.json,9abebd23-ffce-4188-9159-ce59af651713,1566518400000,
2939,2d8f31c0-cd6d-49aa-be71-535fd443b485.binning_data.json,1468294,4500,67,2019-11-23 21:00:38.508,com.sec.android.app.shealth,2019-11-23 21:00:02.073,,6.9444447,2369.79,133.28,2872,lv82WtQZxZ,com.sec.android.app.shealth,0,2d8f31c0-cd6d-49aa-be71-535fd443b485.achievement.json,2d8f31c0-cd6d-49aa-be71-535fd443b485,1574467200000,
