com.samsung.health.food_info,6123001,5
potassium,vitamin_a,vitamin_c,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
100.0,0.0,0.0,0.0,"266 كيلو سعرة حرارية, في 100غ",,fatsecret-3422,100,681.0,2.4,3.29,2019-02-03 11:06:49.152,2019-02-03 11:06:49.152,0.681,7.64,1.355,21.0,خبز,4.31,15.0,266.0,غرام,,lv82WtQZxZ,غ,0.717,,com.sec.android.app.shealth,50.61,,0f1fc296-392f-479c-9787-85a8bfa23ff0,100,
67.0,6.0,0.0,210.0,"102 كيلو سعرة حرارية, في 53غ",,fatsecret-3096,46,238.0,0.0,6.76,2019-02-03 11:06:49.152,2019-02-03 11:06:49.152,2.754,6.24,1.214,5.0,البيض المقلي,0.38,3.0,89.0,كبير الحجم,,lv82WtQZxZ,غ,1.88,,com.sec.android.app.shealth,0.43,,c0fe947a-2334-462c-b209-54ed0532b126,1,
0.0,0.0,0.0,0.0,"0.0 kcal, 1",,quickinput-7c25e126-4546-43d6-a85a-ab37d48d8de2,0,0.0,0.0,0.0,2019-02-10 12:55:39.166,2019-02-10 12:55:39.166,,0.0,,0.0,بطاطس,0.0,0.0,0.0,حصّة من الطعام,,lv82WtQZxZ,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,0008c15a-d901-484f-9c45-946a74335ded,1,
0.0,0.0,0.0,0.0,"1000.0 kcal, 1",,quickinput-2eb24eba-393b-492b-8cec-a42064e4059e,0,0.0,0.0,0.0,2019-02-25 20:37:04.594,2019-02-25 20:37:04.594,,0.0,,0.0,برينقلز,0.0,0.0,1000.0,حصّة من الطعام,,lv82WtQZxZ,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,948faeb0-d632-403d-bb0c-19a6424ba1e0,1,
