com.samsung.shealth.tracker.pedometer_step_count,6123001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
3610,4,0,8,2020-11-18 08:44:00.000,,,2020-11-18 08:44:24.689,2020-11-18 08:44:23.793,8,1.6314056,5.8900003,0.33999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 08:45:00.000,8731e8a5-d5a8-4cfa-986f-ad9f662df2a1,
26483,4,0,52,2020-11-17 17:19:00.000,,,2020-11-17 17:19:59.501,2020-11-17 17:19:20.415,52,1.5028089,39.800007,2.0999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 17:20:00.000,07d7448c-50c9-4783-8fc8-c5f6350b854d,
2579,4,0,6,2020-11-18 19:06:00.000,,,2020-11-18 19:06:47.308,2020-11-18 19:06:47.308,6,1.8611112,4.8,0.24,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:07:00.000,0463f25f-1362-4688-8a95-450c51b70b75,
2942,4,0,7,2020-11-18 08:45:00.000,,,2020-11-18 08:45:10.682,2020-11-18 08:45:09.984,7,1.8248379,5.3700004,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 08:46:00.000,1b32c7db-2e50-4342-9111-0e74c1b75ad3,
14503,4,0,27,2020-11-19 14:42:00.000,,,2020-11-19 14:47:14.375,2020-11-19 14:42:12.558,27,1.4079775,20.419998,1.09,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:43:00.000,4e70c755-9972-4257-8dca-3bbd3dbc7640,
4169,4,1,7,2020-11-20 14:22:00.000,,,2020-11-20 14:22:59.629,2020-11-20 14:22:59.027,8,1.8489302,7.7100005,0.61,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 14:23:00.000,984e7b2f-7427-498b-bab7-612b09fcd53a,
9010,4,0,21,2020-11-18 08:46:00.000,,,2020-11-18 08:54:59.106,2020-11-18 08:46:31.106,21,1.9820333,17.86,0.92,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 08:47:00.000,e37bd67a-d69a-495d-b2d0-a0f90530afe8,
2092,4,0,4,2020-11-19 14:43:00.000,,,2020-11-19 14:47:14.517,2020-11-19 14:47:14.517,4,1.4722221,3.08,0.16,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:44:00.000,2090549b-993e-423d-be74-2bf23636dbc9,
23786,4,0,48,2020-11-17 17:20:00.000,,,2020-11-17 17:34:58.102,2020-11-17 17:20:00.151,48,1.5630795,37.18,1.9299997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 17:21:00.000,af829dbe-8d3b-43e4-a7e6-03f5afe485e4,
6198,4,1,9,2020-11-20 14:23:00.000,,,2020-11-20 14:23:54.256,2020-11-20 14:23:00.248,10,1.3633289,8.450001,0.54,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 14:24:00.000,27564317-beff-466b-9623-57698dea8260,
4366,4,0,8,2020-11-17 17:57:00.000,,,2020-11-17 17:57:52.134,2020-11-17 17:57:51.219,8,1.3741941,6.0000005,0.32999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 17:58:00.000,60bdb629-34e1-4c5e-8e90-20d3d567ac04,
22029,4,0,41,2020-11-19 14:44:00.000,,,2020-11-19 14:47:14.620,2020-11-19 14:47:14.620,41,1.4444444,31.82,1.66,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:45:00.000,daa2aea7-3f9f-4e4c-8ff1-164989d4be2b,
7587,4,0,17,2020-11-19 14:45:00.000,,,2020-11-19 14:47:14.713,2020-11-19 14:47:14.713,17,1.8055556,13.7,0.7,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:46:00.000,04b2520c-b2f7-4817-9637-b0780e5adc48,
28180,4,0,61,2020-11-19 14:46:00.000,,,2020-11-19 14:47:14.863,2020-11-19 14:47:14.863,61,1.6944444,47.75,2.46,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:47:00.000,47f77ad9-7c36-43ad-9852-925572830011,
25503,4,0,52,2020-11-18 19:07:00.000,,,2020-11-18 19:07:49.548,2020-11-18 19:07:08.762,52,1.5699914,40.040005,2.11,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:08:00.000,825e5f5d-55d5-4534-a137-45dbf86cec73,
7361,4,0,19,2020-11-19 14:47:00.000,,,2020-11-19 14:47:58.522,2020-11-19 14:47:15.824,19,2.1544437,15.860002,0.77000004,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:48:00.000,6c43a5d7-9650-4208-862d-4cc25e3fc297,
28216,4,0,63,2020-11-18 19:08:00.000,,,2020-11-18 19:09:00.325,2020-11-18 19:08:41.215,63,1.7464757,49.28,2.56,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:09:00.000,15737e73-49fb-46bc-a337-797b52e009c5,
17002,4,0,35,2020-11-20 14:30:00.000,,,2020-11-20 14:31:37.640,2020-11-20 14:31:37.640,35,1.5833334,26.92,1.42,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 14:31:00.000,a2644359-04b8-4f70-b4ff-2f103911dc14,
17978,4,0,33,2020-11-18 09:42:00.000,,,2020-11-18 09:42:59.458,2020-11-18 09:42:37.307,33,1.3732725,24.689997,1.3399998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:43:00.000,c37e7d22-2087-4c2f-974c-4d5b3a938b37,
10919,4,0,17,2020-11-17 18:26:00.000,,,2020-11-17 18:26:59.270,2020-11-17 18:26:50.326,17,1.1374344,12.419999,0.71000004,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:27:00.000,8c0c000f-09e3-4b97-a069-0076f6d486c7,
13915,4,0,27,2020-11-20 14:31:00.000,,,2020-11-20 14:31:55.201,2020-11-20 14:31:37.840,27,1.478233,20.569996,1.09,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 14:32:00.000,e964d4b2-3fdd-42f4-9033-bb24538d9f1c,
1288,4,0,2,2020-11-18 09:43:00.000,,,2020-11-18 09:43:00.254,2020-11-18 09:43:00.137,2,1.1249243,1.45,0.08,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:44:00.000,4bc74690-a44e-409d-afd7-9396e1f7b6cc,
5185,4,0,7,2020-11-19 14:48:00.000,,,2020-11-19 14:48:10.693,2020-11-19 14:48:10.295,7,0.9468319,4.91,0.29999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 14:49:00.000,0a67bcaa-aa50-4950-95e1-19995d0a3185,
12856,4,6,25,2020-11-20 14:32:00.000,,,2020-11-20 14:35:00.103,2020-11-20 14:32:17.227,31,2.1762855,27.98,1.6899999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 14:33:00.000,6729d935-485f-48bd-88f0-cca07c640410,
18396,4,0,33,2020-11-18 09:44:00.000,,,2020-11-18 09:47:57.149,2020-11-18 09:44:16.873,33,1.3481185,24.8,1.3299999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:45:00.000,a61e576b-eae2-4c6d-8641-30d466de3774,
19767,4,0,38,2020-11-18 19:09:00.000,,,2020-11-18 19:09:45.194,2020-11-18 19:09:42.252,38,1.4938669,29.53,1.5399998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:10:00.000,18a8a882-5003-45ba-aa38-ee1f5bf605ec,
3888,4,0,6,2020-11-17 07:14:00.000,,,2020-11-17 07:14:46.918,2020-11-17 07:14:46.918,6,1.1111112,4.32,0.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 07:15:00.000,eedc0e89-67af-444a-acff-e4519dc4c2a6,
3050,4,0,8,2020-11-17 18:27:00.000,,,2020-11-17 18:27:34.957,2020-11-17 18:27:00.331,8,2.0583925,6.28,0.3,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:28:00.000,d30eb07c-044f-4033-be71-5cc2cd5f0cde,
4746,4,2,12,2020-11-19 15:34:00.000,,,2020-11-19 15:34:17.640,2020-11-19 15:34:13.986,14,3.3247223,15.780004,1.1,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 15:35:00.000,53bf3d6b-a694-414c-8e49-e3cc0b469fcb,
4325,4,0,10,2020-11-18 09:45:00.000,,,2020-11-18 09:47:57.226,2020-11-18 09:47:57.226,10,1.8333334,7.93,0.4,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:46:00.000,d28757ed-ca15-4597-8537-336d8357d0ab,
2586,4,0,6,2020-11-20 14:55:00.000,,,2020-11-20 14:55:08.575,2020-11-20 14:55:08.575,6,2.4166667,6.25,0.53,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 14:56:00.000,2fbfd2e1-15d9-4b1a-b687-6f90378d7ab8,
3910,4,0,10,2020-11-17 07:15:00.000,,,2020-11-17 07:15:56.766,2020-11-17 07:15:53.513,10,2.0355196,7.96,0.39,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 07:16:00.000,3395a50d-d9dc-44c7-a28f-00ba7baae4a7,
24025,4,0,48,2020-11-17 18:28:00.000,,,2020-11-17 18:29:47.385,2020-11-17 18:28:22.398,48,1.5258832,36.659996,1.9200003,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:29:00.000,c28a4d85-5b99-44f8-83a6-e0d390d4b5f1,
21670,4,1,37,2020-11-18 09:47:00.000,,,2020-11-18 09:47:59.403,2020-11-18 09:47:57.343,38,1.4471262,31.360003,1.8699999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:48:00.000,496567e3-e05f-46cb-a054-7333fd7ef08a,
13408,4,0,22,2020-11-19 15:59:00.000,,,2020-11-19 15:59:35.628,2020-11-19 15:59:11.290,22,1.3647941,18.300001,1.1,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:00:00.000,71a72c39-75ab-4ced-a47e-b53703075887,
5313,4,0,8,2020-11-17 07:54:00.000,,,2020-11-17 07:54:55.370,2020-11-17 07:54:54.322,8,1.7727822,9.42,0.67,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 07:55:00.000,5492f7a0-21d0-4a89-857b-06a50cca0ad8,
26171,4,0,58,2020-11-17 18:29:00.000,,,2020-11-17 18:29:47.447,2020-11-17 18:29:47.447,58,1.75,45.8,2.33,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:30:00.000,e093fef3-5620-4d3c-a2cb-85c1bb359e1d,
12183,4,0,24,2020-11-18 09:48:00.000,,,2020-11-18 09:55:00.110,2020-11-18 09:48:00.271,24,1.5159636,18.470001,0.96000004,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:49:00.000,5983adb9-7e7b-41b1-9bf9-db4beee1738f,
4500,4,0,11,2020-11-17 08:07:00.000,,,2020-11-17 08:08:04.435,2020-11-17 08:08:04.435,11,1.9444444,8.75,0.45,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:08:00.000,3b106eec-2b95-4b3a-84e4-5fbf75b4e5c3,
3997,4,0,9,2020-11-19 16:00:00.000,,,2020-11-19 16:00:09.996,2020-11-19 16:00:08.543,9,1.7886652,7.15,0.35999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:01:00.000,92ca05d2-73ae-4002-8352-c330bbdbdb37,
5058,4,0,11,2020-11-20 15:04:00.000,,,2020-11-20 15:04:22.058,2020-11-20 15:04:20.442,11,1.7948793,9.08,0.54999995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:05:00.000,5bf37cb6-1ca8-4525-bcc3-9c03786d107f,
22534,4,1,41,2020-11-18 19:10:00.000,,,2020-11-18 19:10:36.060,2020-11-18 19:10:35.491,42,1.4866074,33.5,1.8399999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:11:00.000,22e19d78-7896-466a-9e5f-deccc4dfb005,
7078,4,0,12,2020-11-17 08:08:00.000,,,2020-11-17 08:08:57.156,2020-11-17 08:08:05.538,12,1.2671728,8.97,0.52,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:09:00.000,3e8f578e-6593-4ef4-8df1-be170f5582fe,
11758,4,0,28,2020-11-18 09:49:00.000,,,2020-11-18 09:55:00.190,2020-11-18 09:55:00.190,28,1.8888888,22.21,1.13,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 09:50:00.000,dafc2fc6-35be-4158-b4d8-9f44d441f281,
6190,4,0,9,2020-11-19 16:14:00.000,,,2020-11-19 16:14:55.432,2020-11-19 16:14:53.381,9,1.0322076,6.39,0.38,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:15:00.000,270ac4a3-4250-4f4f-9e7b-a6529c63c73e,
7813,4,0,15,2020-11-17 18:45:00.000,,,2020-11-17 18:45:26.148,2020-11-17 18:45:18.002,15,1.5664986,12.24,0.66999996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:46:00.000,e19cb7b4-0b7c-4731-a26c-4273386503d3,
3446,4,0,8,2020-11-18 19:12:00.000,,,2020-11-18 19:12:58.277,2020-11-18 19:12:58.277,8,1.6944444,5.84,0.34,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:13:00.000,9051203f-9932-4ff0-b0be-520c249e3c2b,
21715,4,0,45,2020-11-19 16:17:00.000,,,2020-11-19 16:19:38.322,2020-11-19 16:17:06.325,45,1.6324555,35.450005,1.7900001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:18:00.000,14c3b023-b17d-46ea-8315-f9bb35cc295c,
4353,4,0,9,2020-11-18 10:18:00.000,,,2020-11-18 10:19:09.421,2020-11-18 10:19:09.421,9,1.8055556,7.86,0.5,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:19:00.000,3023eaca-1fea-4df2-847d-b2eeb7c80077,
20131,4,0,45,2020-11-17 08:09:00.000,,,2020-11-17 08:15:00.179,2020-11-17 08:15:00.179,45,1.7777778,35.79,1.83,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:10:00.000,4d3cc7ea-3955-4337-8202-39ef3ab121a3,
32141,4,0,53,2020-11-17 18:46:00.000,,,2020-11-17 18:47:14.369,2020-11-17 18:47:14.369,53,1.2777778,41.07,2.38,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:47:00.000,122bc733-4817-42a9-b749-a8daa75738fc,
18323,4,1,48,2020-11-19 16:18:00.000,,,2020-11-19 16:19:38.413,2020-11-19 16:19:38.413,49,2.1666667,39.7,2.06,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:19:00.000,b8db52e5-318a-4346-8fd9-2492008bbf5a,
523,4,0,1,2020-11-17 18:47:00.000,,,2020-11-17 18:47:14.474,2020-11-17 18:47:14.474,1,1.4722221,0.77,0.04,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:48:00.000,b468111e-747c-4e97-8fc5-d05ac42cfa6d,
10872,4,0,21,2020-11-18 10:19:00.000,,,2020-11-18 10:19:24.613,2020-11-18 10:19:10.424,21,1.4614275,15.890001,0.86000013,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:20:00.000,63960bd0-0c72-46fa-8a99-e7d6795f0bc8,
18346,4,0,38,2020-11-20 15:31:00.000,,,2020-11-20 15:31:40.430,2020-11-20 15:31:11.174,38,1.5992239,29.34,1.5500001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:32:00.000,80f62df9-e235-4ebc-b8fd-9a140e003074,
29746,4,1,51,2020-11-19 16:19:00.000,,,2020-11-19 16:19:49.351,2020-11-19 16:19:38.610,52,1.5924718,47.36999,2.8899994,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:20:00.000,a445eda6-aa42-4b86-a887-77624d5f3d55,
3107,4,0,7,2020-11-17 18:48:00.000,,,2020-11-17 18:48:10.269,2020-11-17 18:48:09.792,7,1.8055556,5.61,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:49:00.000,4eed15d9-c120-48de-9d5f-12b1ce70b5d7,
8186,4,0,17,2020-11-18 10:21:00.000,,,2020-11-18 10:21:43.285,2020-11-18 10:21:16.234,17,1.5512923,12.7,0.7,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:22:00.000,8457b704-208c-441f-b65d-c4dc959b24d9,
4149,4,0,8,2020-11-17 18:57:00.000,,,2020-11-17 18:57:14.916,2020-11-17 18:57:13.736,8,1.6482632,6.84,0.45999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 18:58:00.000,d7c9794d-8375-4bb5-aa9c-b5505674a741,
5816,4,0,13,2020-11-18 10:24:00.000,,,2020-11-18 10:24:18.118,2020-11-18 10:24:12.671,13,1.7468928,10.16,0.52,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:25:00.000,60a29045-2c08-4944-bec0-de3044d983cc,
11110,4,0,20,2020-11-20 15:32:00.000,,,2020-11-20 15:32:54.032,2020-11-20 15:32:30.841,20,1.341035,14.9,0.83,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:33:00.000,f4352206-768f-4112-b7b1-2dcca4516f5f,
40548,4,0,81,2020-11-19 16:20:00.000,,,2020-11-19 16:20:59.370,2020-11-19 16:20:06.168,81,1.545543,62.670013,3.2699988,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:21:00.000,f4f4245a-7ab2-47da-983d-f232287ea813,
4399,4,0,11,2020-11-17 08:10:00.000,,,2020-11-17 08:15:00.257,2020-11-17 08:15:00.257,11,2.1388888,9.41,0.5,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:11:00.000,7fc5a792-8b38-458e-8774-44d53fa9e896,
25738,4,0,47,2020-11-20 15:33:00.000,,,2020-11-20 15:34:59.109,2020-11-20 15:33:02.746,47,1.3815973,35.559998,1.9100001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:34:00.000,bf6cc22d-3b15-4333-87d9-da8de2961a3e,
13019,4,0,25,2020-11-17 19:02:00.000,,,2020-11-17 19:02:58.527,2020-11-17 19:02:43.861,25,1.4631754,19.050003,1.0200002,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 19:03:00.000,388e7132-d4cd-4f65-a0ea-b0e32ff257d6,
21198,4,0,40,2020-11-17 08:12:00.000,,,2020-11-17 08:15:00.326,2020-11-17 08:15:00.326,40,1.4444444,30.62,1.61,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:13:00.000,7dbf8fa9-1e8d-43db-95ad-9b7bd5ecdad5,
17100,4,21,25,2020-11-20 15:34:00.000,,,2020-11-20 15:34:59.194,2020-11-20 15:34:59.194,46,2.5555556,43.7,3.03,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:35:00.000,53912a4e-ffab-4408-a7b7-39ab5ac3080e,
2506,4,0,7,2020-11-18 19:13:00.000,,,2020-11-18 19:14:40.247,2020-11-18 19:14:40.247,7,2.3055556,5.78,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:14:00.000,cbbc1d0a-0a79-4bd9-b9b6-0b102ee4d5dc,
9476,4,0,19,2020-11-18 10:39:00.000,,,2020-11-18 10:39:47.939,2020-11-18 10:39:41.523,19,1.5047336,14.260001,0.7800001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:40:00.000,25a01766-aced-4668-ae50-c3a5f698643e,
6858,4,0,10,2020-11-18 19:54:00.000,,,2020-11-18 19:55:01.212,2020-11-18 19:54:53.739,10,1.0323014,7.08,0.42,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:55:00.000,c588ba4c-50a2-4987-b88a-d12d1418afe0,
46303,4,0,85,2020-11-20 15:35:00.000,,,2020-11-20 15:35:59.557,2020-11-20 15:35:06.965,85,1.3752598,63.679996,3.4299984,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:36:00.000,9ce2ea56-0f28-43a6-8c7c-a5e3babf1543,
6641,4,0,16,2020-11-17 19:04:00.000,,,2020-11-17 19:04:35.282,2020-11-17 19:04:26.202,16,1.9002888,12.62,0.64000005,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 19:05:00.000,165f824f-b37a-4ffd-aa55-95cb2dc03ee8,
6490,4,0,12,2020-11-20 15:36:00.000,,,2020-11-20 15:36:08.287,2020-11-20 15:36:00.448,12,1.3959525,9.060001,0.47999993,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 15:37:00.000,467fa15b-4ea1-468e-82e3-ad9cf4c3ca57,
3391,4,0,7,2020-11-18 19:55:00.000,,,2020-11-18 19:57:58.428,2020-11-18 19:57:58.428,7,1.5833334,5.37,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:56:00.000,5a0ad384-e16f-4c7d-a692-c0cf788e54df,
11066,4,0,23,2020-11-18 19:56:00.000,,,2020-11-18 19:57:58.589,2020-11-18 19:57:58.589,23,1.6111112,17.83,0.94,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:57:00.000,c9404431-6bce-4b1e-9d2d-30b2406b06c4,
14272,4,1,35,2020-11-18 19:57:00.000,,,2020-11-18 19:57:59.136,2020-11-18 19:57:58.765,36,2.057049,29.359999,1.57,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 19:58:00.000,c4db50d8-3665-4755-a5dd-17e63fe0f3de,
8844,4,0,19,2020-11-17 08:26:00.000,,,2020-11-17 08:27:10.636,2020-11-17 08:27:10.636,19,1.6666666,14.74,0.77,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:27:00.000,50cf8eef-1378-4d0b-99f0-8bf25ceed53f,
7348,4,4,11,2020-11-17 19:05:00.000,,,2020-11-17 19:05:47.107,2020-11-17 19:05:42.183,15,1.6956532,12.460001,0.7800001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 19:06:00.000,a8892c2a-c8d2-4b6f-a343-d687bc29a05f,
5775,4,0,13,2020-11-20 16:10:00.000,,,2020-11-20 16:10:55.548,2020-11-20 16:10:49.536,13,1.7938148,10.360001,0.51,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 16:11:00.000,f0b7012d-4e05-424c-af7f-bdd773976514,
2702,4,0,7,2020-11-18 20:51:00.000,,,2020-11-18 20:51:27.977,2020-11-18 20:51:27.743,7,2.1944444,5.93,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 20:52:00.000,8d356b15-3915-4c62-ac8b-f7cfb76ea155,
7197,4,0,12,2020-11-17 19:06:00.000,,,2020-11-17 19:06:59.962,2020-11-17 19:06:57.336,12,1.2212197,8.79,0.48999995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 19:07:00.000,27520c9a-9f58-4fbc-8b28-3ba95f857809,
20532,4,0,45,2020-11-17 08:27:00.000,,,2020-11-17 08:29:12.380,2020-11-17 08:27:10.706,45,1.7328492,35.58,1.81,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:28:00.000,1bbf62e6-7d48-46dd-866a-5915a5f25623,
4153,4,0,8,2020-11-18 10:48:00.000,,,2020-11-18 10:48:55.677,2020-11-18 10:48:54.581,8,1.4542121,6.04,0.32999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:49:00.000,7a100aee-fa33-4de2-93ed-4613d839bb26,
3150,4,0,6,2020-11-18 10:51:00.000,,,2020-11-18 10:51:10.774,2020-11-18 10:51:10.774,6,1.4444444,4.55,0.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:52:00.000,2dd9ef05-9b21-4e4f-9569-accd6acaa9fe,
6439,4,0,12,2020-11-17 19:07:00.000,,,2020-11-17 19:07:07.498,2020-11-17 19:07:00.677,12,1.4069461,9.059999,0.47999993,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 19:08:00.000,687ba8fd-03f7-4b18-8e8a-e19b461594ba,
15040,4,7,29,2020-11-17 08:29:00.000,,,2020-11-17 08:29:18.413,2020-11-17 08:29:12.676,36,2.1708536,32.649994,1.9999994,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:30:00.000,4e588d1e-131f-4535-b2a7-b34325c0e391,
11461,4,0,23,2020-11-20 16:11:00.000,,,2020-11-20 16:11:31.335,2020-11-20 16:11:04.738,23,1.6437492,18.839998,0.9800001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 16:12:00.000,c0d1124a-e93c-4e36-9dcf-6a6be86f672d,
10974,4,9,17,2020-11-20 16:19:00.000,,,2020-11-20 16:19:47.701,2020-11-20 16:19:39.128,26,2.1312203,23.389997,1.4700004,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 16:20:00.000,0a81ad78-763e-414e-8e13-ea419e00a5c8,
5530,4,0,8,2020-11-17 19:30:00.000,,,2020-11-17 19:30:34.039,2020-11-17 19:30:32.791,8,1.016092,5.62,0.33999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 19:31:00.000,c00b88bf-798a-42d2-bea7-51e22f717314,
13052,4,2,30,2020-11-19 16:21:00.000,,,2020-11-19 16:21:46.740,2020-11-19 16:21:00.174,32,2.1819289,28.480001,1.6999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-19 16:22:00.000,e14db6ca-ef6c-4757-9a4e-f775f5e4583b,
4371,4,0,8,2020-11-18 10:52:00.000,,,2020-11-18 10:55:01.193,2020-11-18 10:55:01.193,8,1.3611112,5.95,0.33,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-18 10:53:00.000,1d8cd915-04f8-4ac9-a1fe-9dac978dfbf1,
6733,4,0,11,2020-11-20 16:43:00.000,,,2020-11-20 16:43:58.670,2020-11-20 16:43:56.907,11,1.2029164,8.099999,0.45999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-20 16:44:00.000,dc3225b3-ad14-453b-839b-ddd9eab5d84c,
17913,4,0,32,2020-11-17 08:48:00.000,,,2020-11-17 08:50:16.175,2020-11-17 08:48:20.628,32,1.4168254,25.38,1.48,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-17 08:49:00.000,1c4ae2c2-885c-43a5-b051-fd67ee486999,
