com.samsung.shealth.tracker.pedometer_step_count,6123001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
4195,4,0,12,2020-11-10 14:24:00.000,,,2020-11-10 14:24:20.765,2020-11-10 14:24:20.510,12,2.4454064,10.26,0.52,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 14:25:00.000,a8b27ace-bfed-448e-8db0-4fc249d17faa,
11423,4,0,18,2020-11-10 11:26:00.000,,,2020-11-10 11:32:59.668,2020-11-10 11:32:59.668,18,1.4444444,16.5,1.27,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 11:27:00.000,60fd2de8-0db7-4f29-9fa2-ca083135c271,
8041,4,0,19,2020-11-10 15:53:00.000,,,2020-11-10 15:55:01.114,2020-11-10 15:53:01.707,19,1.8678418,15.02,0.75,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 15:54:00.000,0bb67dbe-ace5-4872-9db1-20edcd7a3963,
12620,4,0,25,2020-11-11 05:29:00.000,,,2020-11-11 05:29:59.550,2020-11-11 05:29:45.276,25,1.5095071,19.05,1.0200002,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 05:30:00.000,dc866b71-9d10-4742-b84f-7c3d08ab9678,
7073,4,0,12,2020-11-11 10:02:00.000,,,2020-11-11 10:02:55.965,2020-11-11 10:02:52.256,12,1.2568228,8.889999,0.48999995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 10:03:00.000,323e9b6e-a197-4b75-aff3-94219a80daf5,
4889,4,0,10,2020-11-11 05:59:00.000,,,2020-11-11 06:00:23.398,2020-11-11 06:00:23.398,10,1.5277778,7.47,0.41,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 06:00:00.000,0b52804b-a0ef-481b-b61a-eb305d8f9980,
6942,4,0,16,2020-11-11 06:26:00.000,,,2020-11-11 06:26:59.375,2020-11-11 06:26:03.490,16,1.836502,12.75,0.65,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 06:27:00.000,1f6dcf4f-ef39-452d-9875-d4f82f8c52e6,
3446,4,0,6,2020-11-11 10:42:00.000,,,2020-11-11 10:42:51.384,2020-11-11 10:42:51.384,6,1.8888888,6.51,0.49,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 10:43:00.000,b13e4929-0de0-4e08-9bf8-8523b5ce651f,
12038,4,0,25,2020-11-10 12:12:00.000,,,2020-11-10 12:14:59.111,2020-11-10 12:12:04.930,25,1.6189247,19.49,1.04,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 12:13:00.000,e871b1f1-227c-432d-9fb5-4e14d9cc9e53,
18488,4,0,34,2020-11-10 14:23:00.000,,,2020-11-10 14:24:20.343,2020-11-10 14:23:06.967,34,1.3738176,25.399998,1.3900001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 14:24:00.000,045e9deb-3403-4d85-b013-a2fd6a4cff81,
6747,4,0,13,2020-11-10 17:02:00.000,,,2020-11-10 17:02:08.433,2020-11-10 17:02:00.241,13,1.4702283,9.920002,0.5199999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 17:03:00.000,ff84f9bb-6a8f-45b6-be7b-6a0102dfeea4,
3582,4,0,8,2020-11-11 13:01:00.000,,,2020-11-11 13:02:32.642,2020-11-11 13:02:32.642,8,1.75,6.27,0.32,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 13:02:00.000,98283d76-46d7-4b41-a620-cce8c1c95bbd,
6343,4,1,14,2020-11-09 16:56:00.000,,,2020-11-09 16:58:37.097,2020-11-09 16:56:52.794,15,1.9343137,12.27,0.66999996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 16:57:00.000,87403029-2e34-4e6c-aef6-8bf59820f069,
26811,4,0,47,2020-11-11 13:16:00.000,,,2020-11-11 13:16:43.042,2020-11-11 13:16:00.429,47,1.3952905,37.41,2.13,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 13:17:00.000,7e88ecd6-2a18-459a-9beb-b4585da1353a,
15327,4,0,28,2020-11-09 17:06:00.000,,,2020-11-09 17:09:37.390,2020-11-09 17:06:00.514,28,1.3733411,21.05,1.1199999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 17:07:00.000,bd03be11-9544-420b-93eb-f319d370f232,
2401,4,0,6,2020-11-11 13:50:00.000,,,2020-11-11 13:50:52.554,2020-11-11 13:50:52.554,6,2.0277777,4.87,0.24,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 13:51:00.000,48756a7e-1302-4af1-b407-29196618132b,
9883,4,0,19,2020-11-09 17:20:00.000,,,2020-11-09 17:25:10.961,2020-11-09 17:25:10.961,19,1.4722222,14.55,0.77,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 17:21:00.000,73321d07-2a4c-40c8-8158-6287e0a7d244,
5984,4,0,8,2020-11-10 18:06:00.000,,,2020-11-10 18:06:39.995,2020-11-10 18:06:38.659,8,0.9323666,5.58,0.33999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 18:07:00.000,f3c1b631-1cf2-4caf-bb05-6732ad51b958,
5355,4,0,11,2020-11-09 17:44:00.000,,,2020-11-09 17:46:16.508,2020-11-09 17:46:16.508,11,2.7222223,14.58,1.01,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 17:45:00.000,a580a4f1-cc21-4bf4-9492-9cf6bee75605,
7708,4,0,16,2020-11-11 15:07:00.000,,,2020-11-11 15:07:38.288,2020-11-11 15:07:26.286,16,1.6267344,12.54,0.65,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 15:08:00.000,7b79c0ae-cb49-4c32-94e9-ce9ec43732b4,
4243,4,0,9,2020-11-10 14:31:00.000,,,2020-11-10 14:35:00.231,2020-11-10 14:35:00.231,9,1.6944444,7.19,0.36,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 14:32:00.000,44d98217-33f1-47e8-bb7a-be8462b5b8e4,
4770,4,0,7,2020-11-11 16:21:00.000,,,2020-11-11 16:21:54.289,2020-11-11 16:21:53.448,7,1.0459945,4.9900002,0.29999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 16:22:00.000,8f509d58-72ba-4427-9032-c8a207911a25,
10854,4,0,23,2020-11-10 14:42:00.000,,,2020-11-10 14:44:39.249,2020-11-10 14:44:39.249,23,1.6666666,18.09,0.93,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 14:43:00.000,b24c6828-de0c-4e41-ad20-6974bba68cad,
9606,4,0,17,2020-11-10 20:02:00.000,,,2020-11-10 20:02:57.905,2020-11-10 20:02:50.202,17,1.3314058,12.790001,0.70000005,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 20:03:00.000,b28373bb-fec6-43e1-bb2e-98fcbc78322b,
4911,4,0,11,2020-11-10 15:50:00.000,,,2020-11-10 15:51:41.154,2020-11-10 15:51:41.154,11,1.6388888,8.05,0.46,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 15:51:00.000,46f3e4c0-b5ea-4f1d-8cec-7d267d2cf5f7,
13623,4,0,29,2020-11-10 20:55:00.000,,,2020-11-10 20:55:37.985,2020-11-10 20:55:05.475,29,1.6706241,22.760002,1.1799998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 20:56:00.000,70f50f24-77d6-49e8-b739-fb0f1f7771a1,
2254,4,0,8,2020-11-10 16:56:00.000,,,2020-11-10 17:01:13.429,2020-11-10 17:01:13.429,8,3.0555558,6.89,0.38,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 16:57:00.000,b2cad301-a302-4a3f-b4d3-24bea6316ca3,
5540,4,0,11,2020-11-10 21:32:00.000,,,2020-11-10 21:35:00.231,2020-11-10 21:35:00.231,11,1.5,8.31,0.45,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 21:33:00.000,6c160351-1dd7-49fe-a891-c46bec16f486,
3731,4,0,8,2020-11-10 22:20:00.000,,,2020-11-10 22:20:19.848,2020-11-10 22:20:19.848,8,1.9722222,7.36,0.48,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 22:21:00.000,82a4fda6-aee7-421a-bfd5-dc78c31813ab,
10210,4,0,20,2020-11-11 07:24:00.000,,,2020-11-11 07:24:45.521,2020-11-11 07:24:28.526,20,1.4915407,15.230001,0.81,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 07:25:00.000,85785194-db7f-424f-abad-ebde5bdd1998,
2919,4,0,6,2020-11-11 09:54:00.000,,,2020-11-11 09:54:42.092,2020-11-11 09:54:42.092,6,1.5277778,4.46,0.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 09:55:00.000,53c12c59-0702-46d6-ad71-3f5c0f7680dc,
12913,4,0,21,2020-11-11 10:03:00.000,,,2020-11-11 10:03:15.627,2020-11-11 10:03:01.853,21,1.20258,15.530001,0.86999995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 10:04:00.000,283946dd-1a23-4793-b348-f54e2e9b4164,
2459,4,0,6,2020-11-10 17:56:00.000,,,2020-11-10 17:56:21.578,2020-11-10 17:56:21.578,6,1.9722221,4.85,0.24,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 17:57:00.000,2332edd5-05a6-4d1f-abfd-478919f2a4fd,
15807,4,0,31,2020-11-10 18:57:00.000,,,2020-11-10 18:57:41.045,2020-11-10 18:57:09.591,31,1.6479934,26.050001,1.7099993,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 18:58:00.000,c06c1120-8c08-4d3e-9057-37257cb3f2ff,
2469,4,0,6,2020-11-10 14:29:00.000,,,2020-11-10 14:29:18.588,2020-11-10 14:29:18.588,6,1.9722223,4.87,0.24,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 14:30:00.000,8f5343aa-450d-4567-beb6-7f0aa68201b5,
3973,4,0,8,2020-11-10 20:52:00.000,,,2020-11-10 20:52:42.049,2020-11-10 20:52:41.796,8,1.5277778,6.07,0.32999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 20:53:00.000,cf04a443-db19-48ee-9723-3d0338c361d6,
12824,4,0,23,2020-11-10 14:40:00.000,,,2020-11-10 14:40:14.197,2020-11-10 14:40:04.092,23,1.4168257,18.170002,0.96000004,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 14:41:00.000,d3a7b125-bf24-44e7-9a42-cbe42b527ec3,
9009,4,0,17,2020-11-10 21:29:00.000,,,2020-11-10 21:30:04.433,2020-11-10 21:30:04.433,17,2.1388888,19.27,1.36,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 21:30:00.000,81f925e2-162e-4d33-9161-0dd8b6dd6142,
2524,4,0,7,2020-11-10 15:39:00.000,,,2020-11-10 15:51:41.047,2020-11-10 15:51:41.047,7,2.2500002,5.68,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 15:40:00.000,f642b79c-0431-4a51-9507-21de973b8779,
3503,4,0,8,2020-11-11 17:23:00.000,,,2020-11-11 17:23:23.952,2020-11-11 17:23:23.441,8,1.8152394,6.36,0.34,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 17:24:00.000,452afca8-7832-4b7d-9520-097ef199204b,
8978,4,0,14,2020-11-11 12:07:00.000,,,2020-11-11 12:07:55.127,2020-11-11 12:07:46.482,14,1.1327424,10.17,0.58,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 12:08:00.000,8de246b2-9faa-40c3-be85-653bf27312ac,
11078,4,2,23,2020-11-09 18:00:00.000,,,2020-11-09 18:00:59.361,2020-11-09 18:00:49.611,25,1.8088877,20.040003,1.0900002,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 18:01:00.000,a0a48ccb-fa5f-4089-9cd3-4dc8c592f936,
5943,4,0,10,2020-11-11 18:01:00.000,,,2020-11-11 18:03:26.273,2020-11-11 18:03:26.273,10,1.3055556,7.76,0.4,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 18:02:00.000,edd8552f-e180-435d-a9eb-ef872427ecce,
10542,4,0,22,2020-11-11 04:51:00.000,,,2020-11-11 04:51:21.348,2020-11-11 04:51:12.508,22,1.6192296,17.070002,0.8900001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 04:52:00.000,72e30a74-2160-4f95-88ee-3da156476860,
9168,4,0,16,2020-11-10 22:07:00.000,,,2020-11-10 22:07:22.730,2020-11-10 22:07:06.199,16,1.4866527,13.630001,0.88000005,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 22:08:00.000,d007b7d6-1643-43b9-b726-20208d784062,
20258,4,2,39,2020-11-09 18:38:00.000,,,2020-11-09 18:39:07.317,2020-11-09 18:39:07.317,41,1.8333334,37.14,2.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 18:39:00.000,54034533-b7a1-49cc-8c10-a3d0a00a7daf,
2798,4,0,7,2020-11-10 16:51:00.000,,,2020-11-10 16:51:37.905,2020-11-10 16:51:37.440,7,1.9762425,5.5299997,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 16:52:00.000,d48f925d-101b-4531-9d36-23791447e05d,
28394,4,0,54,2020-11-11 13:02:00.000,,,2020-11-11 13:02:59.770,2020-11-11 13:02:32.734,54,1.450615,41.190002,2.1799996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 13:03:00.000,3346958b-2f22-4c60-8d23-a8ff0a008f90,
4115,4,0,10,2020-11-09 19:12:00.000,,,2020-11-09 19:15:00.306,2020-11-09 19:15:00.306,10,1.8611112,7.66,0.41,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 19:13:00.000,abca76d8-49c5-4e5b-9d17-d26c3707fa1a,
6129,4,0,12,2020-11-11 18:07:00.000,,,2020-11-11 18:08:13.037,2020-11-11 18:07:47.226,12,1.5270169,9.360001,0.48,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 18:08:00.000,48b9473d-5ab7-4920-9c69-9cd23bf0c573,
22942,4,0,45,2020-11-11 04:57:00.000,,,2020-11-11 04:57:59.127,2020-11-11 04:57:35.454,45,1.5242652,34.970005,1.8099995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 04:58:00.000,0d0850f6-b5f7-43e2-9fc9-64bd9e869ba7,
4320,4,0,8,2020-11-11 18:50:00.000,,,2020-11-11 18:54:27.459,2020-11-11 18:54:27.459,8,1.4444444,6.24,0.32,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 18:51:00.000,a0ce290b-8bfa-464c-b48f-5b6ea2a7a9c4,
26752,4,0,53,2020-11-11 13:17:00.000,,,2020-11-11 13:34:58.108,2020-11-11 13:17:25.751,53,1.5632128,41.82,2.18,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 13:18:00.000,23fb5b1d-2050-4104-baae-db581a1ab739,
33103,4,0,68,2020-11-11 04:49:00.000,,,2020-11-11 04:49:59.619,2020-11-11 04:49:17.415,68,1.5983019,52.90999,2.879999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 04:50:00.000,51603844-ee5c-4b5b-8009-24fe48cba6f5,
6812,4,0,11,2020-11-09 19:25:00.000,,,2020-11-09 19:26:04.350,2020-11-09 19:25:15.620,11,1.2359233,8.42,0.46999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 19:26:00.000,c00a4f9c-9d39-41de-ba95-fcaa9e233656,
13089,4,0,24,2020-11-11 21:29:00.000,,,2020-11-11 21:34:57.247,2020-11-11 21:34:57.247,24,1.4722222,19.27,1.22,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 21:30:00.000,b27171e3-390e-4b1c-a6d3-5957659f857c,
6158,4,2,15,2020-11-11 05:45:00.000,,,2020-11-11 05:47:23.683,2020-11-11 05:47:23.683,17,2.3333333,14.37,0.79,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 05:46:00.000,cf7a1781-8006-4fe5-a4f5-03c5a8386738,
5740,4,0,14,2020-11-09 21:09:00.000,,,2020-11-09 21:09:51.547,2020-11-09 21:09:47.095,14,1.9439275,11.16,0.56,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-09 21:10:00.000,7d0195b3-f5f1-4ad2-9215-b56695b44a2d,
15625,4,0,30,2020-11-11 14:16:00.000,,,2020-11-11 14:16:44.419,2020-11-11 14:16:19.596,30,1.4495473,22.65,1.2299999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 14:17:00.000,af9e6ce6-a749-459c-9ee8-6c2e71638de9,
4371,4,0,8,2020-11-10 17:12:00.000,,,2020-11-10 17:12:46.879,2020-11-10 17:12:45.650,8,1.6287948,7.12,0.49999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 17:13:00.000,3ff19972-491c-4808-9e32-420688340e68,
6200,4,4,10,2020-11-10 05:52:00.000,,,2020-11-10 05:54:08.504,2020-11-10 05:54:08.504,14,2.1111112,13.09,0.97,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 05:53:00.000,8f11c27e-a6ef-43c7-bab8-c256be3d696e,
3543,4,0,6,2020-11-11 06:20:00.000,,,2020-11-11 06:20:06.384,2020-11-11 06:20:06.384,6,1.25,4.43,0.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 06:21:00.000,82c21e06-2347-493b-be4a-e3a7d6f9017f,
6857,4,0,13,2020-11-10 18:24:00.000,,,2020-11-10 18:24:47.157,2020-11-10 18:24:02.644,13,1.4232324,9.759999,0.53,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 18:25:00.000,f0577bda-5a35-4f53-8e4d-44b83c884374,
5388,4,0,12,2020-11-11 15:08:00.000,,,2020-11-11 15:15:00.192,2020-11-11 15:15:00.192,12,1.7777778,9.58,0.48,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 15:09:00.000,b3203f68-1a82-4ca6-b1ce-caab53823802,
6516,4,0,12,2020-11-11 21:43:00.000,,,2020-11-11 21:44:38.432,2020-11-11 21:44:38.432,12,1.3888888,9.05,0.49,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 21:44:00.000,937ba7d1-72a6-42e0-a389-8e94150c9902,
12584,4,9,21,2020-11-11 16:30:00.000,,,2020-11-11 16:30:19.844,2020-11-11 16:30:02.030,30,2.0644135,25.980001,1.62,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 16:31:00.000,edcf8eb3-8b56-4845-b8b2-65dcccf9a34f,
2322,4,0,6,2020-11-10 06:23:00.000,,,2020-11-10 06:23:39.614,2020-11-10 06:23:39.614,6,2.5277777,5.87,0.47,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 06:24:00.000,a060b894-cfeb-405f-932b-375e042b8770,
4296,4,0,7,2020-11-12 05:53:00.000,,,2020-11-12 05:53:15.535,2020-11-12 05:53:14.942,7,1.2336497,5.3,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-12 05:54:00.000,0a7c067b-f418-49db-821b-21df3ad00c6d,
3115,4,0,7,2020-11-10 20:20:00.000,,,2020-11-10 20:20:04.432,2020-11-10 20:20:02.679,7,1.8036335,5.62,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 20:21:00.000,78b5d594-5f35-4d20-8688-582841c2fa5c,
3216,4,0,10,2020-11-10 07:08:00.000,,,2020-11-10 07:08:47.312,2020-11-10 07:08:45.604,10,2.5211205,8.11,0.39,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 07:09:00.000,f5453a7b-e4f6-47b8-b8c3-c09240c7dc75,
8884,4,0,14,2020-11-11 04:55:00.000,,,2020-11-11 04:55:49.717,2020-11-11 04:55:39.323,14,1.135665,10.09,0.59000003,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 04:56:00.000,8f1d3a89-ea9e-469a-9577-a7e543db5f9c,
3451,4,0,7,2020-11-10 08:20:00.000,,,2020-11-10 08:25:33.725,2020-11-10 08:25:33.725,7,1.6111112,5.56,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 08:21:00.000,829dfbc8-3876-44a9-8167-cd596b88b6d6,
12860,4,1,28,2020-11-11 17:24:00.000,,,2020-11-11 17:24:49.960,2020-11-11 17:24:14.104,29,1.9509245,25.090004,1.3699999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 17:25:00.000,d072bb25-827e-4893-9d95-d3ad2492a5d2,
12253,4,0,22,2020-11-11 05:31:00.000,,,2020-11-11 05:31:46.425,2020-11-11 05:31:13.293,22,1.3286021,16.279999,0.92,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 05:32:00.000,1cc61def-e28e-401b-a043-617e995d08df,
24264,4,2,46,2020-11-11 06:42:00.000,,,2020-11-11 06:42:46.172,2020-11-11 06:42:16.607,48,1.6015195,38.86001,2.3099995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 06:43:00.000,0cadfad4-4274-4950-8d04-3fd8682c5970,
13586,4,0,31,2020-11-10 21:28:00.000,,,2020-11-10 21:30:04.355,2020-11-10 21:28:28.052,31,1.7178274,23.34,1.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 21:29:00.000,356ff1c5-5c7f-4c28-a9e5-eb85ac30de0d,
6622,4,0,10,2020-11-10 08:49:00.000,,,2020-11-10 08:49:25.142,2020-11-10 08:49:23.063,10,1.1007221,7.2900004,0.42,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 08:50:00.000,adb73768-f7da-4f30-9870-44ca2fcb389b,
12084,4,3,26,2020-11-10 22:04:00.000,,,2020-11-10 22:04:38.384,2020-11-10 22:04:20.778,29,2.1639435,26.150003,1.62,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 22:05:00.000,33e766db-e8f6-45bd-b10f-bf34a74971f3,
4719,4,0,7,2020-11-10 09:12:00.000,,,2020-11-10 09:15:00.273,2020-11-10 09:15:00.273,7,1.7777778,8.39,0.65,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 09:13:00.000,d1e0264a-2b8a-4c39-9bd6-cbec6efca4e9,
40358,4,0,79,2020-11-12 06:04:00.000,,,2020-11-12 06:04:56.554,2020-11-12 06:04:56.554,79,1.5555556,62.78,3.4,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-12 06:05:00.000,64354f43-c5ce-4ebf-ad1e-7d7d8648c5a7,
13796,4,2,22,2020-11-10 10:18:00.000,,,2020-11-10 10:18:23.151,2020-11-10 10:18:12.882,24,1.7293975,23.860004,1.5399996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 10:19:00.000,5ce69d17-10de-410d-8dc2-5e3c4d03122c,
21733,4,0,40,2020-11-11 09:24:00.000,,,2020-11-11 09:24:59.844,2020-11-11 09:24:20.091,40,1.3900298,30.209995,1.62,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 09:25:00.000,3402342d-7639-423c-ae82-1314927ae298,
2748,4,0,7,2020-11-10 10:28:00.000,,,2020-11-10 10:28:10.442,2020-11-10 10:28:09.953,7,2.066729,5.68,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 10:29:00.000,65c84c47-57bc-4eaf-8527-c23cff8e6381,
18816,4,0,36,2020-11-12 06:30:00.000,,,2020-11-12 06:35:00.180,2020-11-12 06:35:00.180,36,1.4444444,27.18,1.47,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-12 06:31:00.000,8ac8262d-cfc6-4b44-90d5-68c4b7159ea8,
2273,4,0,6,2020-11-11 06:10:00.000,,,2020-11-11 06:10:04.297,2020-11-11 06:10:04.297,6,6.9444447,15.79,1.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 06:11:00.000,0744ee6e-d955-4781-b20e-9a41ce2ed2d7,
7688,4,0,22,2020-11-11 18:02:00.000,,,2020-11-11 18:03:26.353,2020-11-11 18:03:26.353,22,2.2500002,17.3,0.89,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 18:03:00.000,b784a5f5-cc9a-40eb-aaa3-651a7bbdc142,
20349,4,0,39,2020-11-10 11:21:00.000,,,2020-11-10 11:25:03.474,2020-11-10 11:25:03.474,39,1.5277778,31.09,1.71,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-10 11:22:00.000,8b92dc41-01e1-4356-9593-1533a977f746,
9278,4,0,23,2020-11-11 18:08:00.000,,,2020-11-11 18:08:19.997,2020-11-11 18:08:13.114,23,2.2179787,20.579998,1.08,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 18:09:00.000,3036d69f-782a-4579-8cda-108f6964411d,
6548,4,0,10,2020-11-11 19:06:00.000,,,2020-11-11 19:06:08.536,2020-11-11 19:06:06.525,10,1.1163194,7.3100004,0.40999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 19:07:00.000,53926b28-4cbb-41b8-a1b1-2285cb220305,
5148,4,0,9,2020-11-11 10:00:00.000,,,2020-11-11 10:00:44.724,2020-11-11 10:00:42.156,9,1.3031677,6.71,0.36999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 10:01:00.000,884b4107-e609-420f-b4a3-5c3bf1154744,
7314,4,0,14,2020-11-11 06:28:00.000,,,2020-11-11 06:28:14.002,2020-11-11 06:28:04.522,14,1.4164495,10.360001,0.57,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 06:29:00.000,76a6a42d-ffe1-44f6-86a8-419c7bbc3103,
39548,4,5,80,2020-11-12 06:37:00.000,,,2020-11-12 06:38:08.726,2020-11-12 06:38:08.726,85,1.75,69.21,3.84,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-12 06:38:00.000,6d9760ce-9259-4077-a996-b1706e96c3f9,
19222,4,0,36,2020-11-11 04:44:00.000,,,2020-11-11 04:49:17.303,2020-11-11 04:49:17.303,36,1.4722222,28.3,1.58,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-11 04:45:00.000,3025ba1f-38d5-4d64-a7f4-b06f7addb4c3,
